"","date","h_year","flow","baseflow"
"4944",1977-07-14,1977,63,15.8
"4945",1977-07-15,1977,66,16.9
"4946",1977-07-16,1977,18,18
"4947",1977-07-17,1977,85,16.9411764705882
"4948",1977-07-18,1977,19,15.8823529411765
"4949",1977-07-19,1977,96,14.8235294117647
"4950",1977-07-20,1977,96,13.7647058823529
"4951",1977-07-21,1977,30,12.7058823529412
"4952",1977-07-22,1977,66,11.6470588235294
"4953",1977-07-23,1977,45,10.5882352941176
"4954",1977-07-24,1977,74,9.52941176470588
"4955",1977-07-25,1977,63,8.47058823529412
"4956",1977-07-26,1977,7,7
"4957",1977-07-27,1977,61,6.35294117647059
"4958",1977-07-28,1977,96,5.29411764705882
"4959",1977-07-29,1977,53,4.23529411764706
"4960",1977-07-30,1977,34,3.1764705882353
"4961",1977-07-31,1977,34,2.11764705882353
"4962",1977-08-01,1977,61,1.05882352941176
"4963",1977-08-02,1977,0,0
"4964",1977-08-03,1977,96,0
"4965",1977-08-04,1977,53,0
"4966",1977-08-05,1977,34,0
"4967",1977-08-06,1977,25,0
"4968",1977-08-07,1977,25,0
"4969",1977-08-08,1977,34,0
"4970",1977-08-09,1977,34,0
"4971",1977-08-10,1977,45,0
"4972",1977-08-11,1977,61,0
"4973",1977-08-12,1977,19,0
"4974",1977-08-13,1977,0,0
"4975",1977-08-14,1977,85,0
"4976",1977-08-15,1977,5,0
"4977",1977-08-16,1977,78,0
"4978",1977-08-17,1977,95,0
"4979",1977-08-18,1977,85,0
"4980",1977-08-19,1977,95,0
"4981",1977-08-20,1977,9,0
"4982",1977-08-21,1977,31,0
"4983",1977-08-22,1977,0,0
"4984",1977-08-23,1977,2,0.95
"4985",1977-08-24,1977,31,1.9
"4986",1977-08-25,1977,95,2.85
"4987",1977-08-26,1977,15,3.8
"4988",1977-08-27,1977,58,4.75
"4989",1977-08-28,1977,19,5.7
"4990",1977-08-29,1977,19,6.65
"4991",1977-08-30,1977,19,7.6
"4992",1977-08-31,1977,96,8.55
"4993",1977-09-01,1977,74,9.5
"4994",1977-09-02,1977,74,10.45
"4995",1977-09-03,1977,53,11.4
"4996",1977-09-04,1977,43,12.35
"4997",1977-09-05,1977,43,13.3
"4998",1977-09-06,1977,34,14.25
"4999",1977-09-07,1977,34,15.2
"5000",1977-09-08,1977,34,16.15
"5001",1977-09-09,1977,53,17.1
"5002",1977-09-10,1977,95,18.05
"5003",1977-09-11,1977,19,19
"5004",1977-09-12,1977,63,17.5384615384615
"5005",1977-09-13,1977,53,16.0769230769231
"5006",1977-09-14,1977,63,14.6153846153846
"5007",1977-09-15,1977,63,13.1538461538462
"5008",1977-09-16,1977,34,11.6923076923077
"5009",1977-09-17,1977,53,10.2307692307692
"5010",1977-09-18,1977,71,8.76923076923077
"5011",1977-09-19,1977,71,7.30769230769231
"5012",1977-09-20,1977,1,1
"5013",1977-09-21,1977,24,4.38461538461538
"5014",1977-09-22,1977,24,2.92307692307692
"5015",1977-09-23,1977,61,1.46153846153846
"5016",1977-09-24,1977,0,0
"5017",1977-09-25,1977,58,0
"5018",1977-09-26,1977,45,0
"5019",1977-09-27,1977,85,0
"5020",1977-09-28,1977,63,0
"5021",1977-09-29,1977,53,0
"5022",1977-09-30,1977,43,0
"5023",1977-10-01,1978,53,0
"5024",1977-10-02,1978,24,0
"5025",1977-10-03,1978,24,0
"5026",1977-10-04,1978,95,0
"5027",1977-10-05,1978,0,0
"5028",1977-10-06,1978,45,0.466666666666667
"5029",1977-10-07,1978,7,0.933333333333333
"5030",1977-10-08,1978,96,1.4
"5031",1977-10-09,1978,74,1.86666666666667
"5032",1977-10-10,1978,85,2.33333333333333
"5033",1977-10-11,1978,74,2.8
"5034",1977-10-12,1978,30,3.26666666666667
"5035",1977-10-13,1978,30,3.73333333333333
"5036",1977-10-14,1978,30,4.2
"5037",1977-10-15,1978,71,4.66666666666667
"5038",1977-10-16,1978,58,5.13333333333333
"5039",1977-10-17,1978,45,5.6
"5040",1977-10-18,1978,45,6.06666666666667
"5041",1977-10-19,1978,19,6.53333333333333
"5042",1977-10-20,1978,7,7
"5043",1977-10-21,1978,96,6.625
"5044",1977-10-22,1978,96,6.25
"5045",1977-10-23,1978,85,5.875
"5046",1977-10-24,1978,74,5.5
"5047",1977-10-25,1978,74,5.125
"5048",1977-10-26,1978,96,4.75
"5049",1977-10-27,1978,85,4.375
"5050",1977-10-28,1978,74,4
"5051",1977-10-29,1978,74,3.625
"5052",1977-10-30,1978,74,3.25
"5053",1977-10-31,1978,74,2.875
"5054",1977-11-01,1978,85,2.5
"5055",1977-11-02,1978,12,2.125
"5056",1977-11-03,1978,71,1.75
"5057",1977-11-04,1978,96,1.375
"5058",1977-11-05,1978,1,1
"5059",1977-11-06,1978,1,0.875
"5060",1977-11-07,1978,1,0.75
"5061",1977-11-08,1978,76,0.625
"5062",1977-11-09,1978,45,0.5
"5063",1977-11-10,1978,66,0.375
"5064",1977-11-11,1978,95,0.25
"5065",1977-11-12,1978,61,0.125
"5066",1977-11-13,1978,0,0
"5067",1977-11-14,1978,3,0.1
"5068",1977-11-15,1978,3,0.2
"5069",1977-11-16,1978,4,0.3
"5070",1977-11-17,1978,3,0.4
"5071",1977-11-18,1978,6,0.5
"5072",1977-11-19,1978,6,0.6
"5073",1977-11-20,1978,3,0.7
"5074",1977-11-21,1978,89,0.8
"5075",1977-11-22,1978,2,0.9
"5076",1977-11-23,1978,1,1
"5077",1977-11-24,1978,48,0.916666666666667
"5078",1977-11-25,1978,48,0.833333333333333
"5079",1977-11-26,1978,1,0.75
"5080",1977-11-27,1978,3,0.666666666666667
"5081",1977-11-28,1978,6,0.583333333333333
"5082",1977-11-29,1978,7,0.5
"5083",1977-11-30,1978,5,0.416666666666667
"5084",1977-12-01,1978,1,0.333333333333333
"5085",1977-12-02,1978,65,0.25
"5086",1977-12-03,1978,71,0.166666666666667
"5087",1977-12-04,1978,24,0.0833333333333334
"5088",1977-12-05,1978,0,0
"5089",1977-12-06,1978,31,0.1
"5090",1977-12-07,1978,5,0.2
"5091",1977-12-08,1978,2,0.3
"5092",1977-12-09,1978,4,0.4
"5093",1977-12-10,1978,6,0.5
"5094",1977-12-11,1978,3,0.6
"5095",1977-12-12,1978,1,0.7
"5096",1977-12-13,1978,9,0.8
"5097",1977-12-14,1978,3,0.9
"5098",1977-12-15,1978,1,1
"5099",1977-12-16,1978,8,1.14285714285714
"5100",1977-12-17,1978,1,1
"5101",1977-12-18,1978,94,1.42857142857143
"5102",1977-12-19,1978,24,1.57142857142857
"5103",1977-12-20,1978,24,1.71428571428571
"5104",1977-12-21,1978,53,1.85714285714286
"5105",1977-12-22,1978,87,2
"5106",1977-12-23,1978,45,2.14285714285714
"5107",1977-12-24,1978,5,2.28571428571429
"5108",1977-12-25,1978,24,2.42857142857143
"5109",1977-12-26,1978,71,2.57142857142857
"5110",1977-12-27,1978,48,2.71428571428571
"5111",1977-12-28,1978,94,2.85714285714286
"5112",1977-12-29,1978,3,3
"5113",1977-12-30,1978,8,3.18181818181818
"5114",1977-12-31,1978,5,3.36363636363636
"5115",1978-01-01,1978,48,3.54545454545455
"5116",1978-01-02,1978,24,3.72727272727273
"5117",1978-01-03,1978,48,3.90909090909091
"5118",1978-01-04,1978,73,4.09090909090909
"5119",1978-01-05,1978,31,4.27272727272727
"5120",1978-01-06,1978,5,4.45454545454546
"5121",1978-01-07,1978,85,4.63636363636364
"5122",1978-01-08,1978,25,4.81818181818182
"5123",1978-01-09,1978,5,5
"5124",1978-01-10,1978,48,4.66666666666667
"5125",1978-01-11,1978,30,4.33333333333333
"5126",1978-01-12,1978,12,4
"5127",1978-01-13,1978,85,3.66666666666667
"5128",1978-01-14,1978,87,3.33333333333333
"5129",1978-01-15,1978,45,3
"5130",1978-01-16,1978,66,2.66666666666667
"5131",1978-01-17,1978,53,2.33333333333333
"5132",1978-01-18,1978,76,2
"5133",1978-01-19,1978,76,1.66666666666667
"5134",1978-01-20,1978,76,1.33333333333333
"5135",1978-01-21,1978,76,1
"5136",1978-01-22,1978,76,0.666666666666666
"5137",1978-01-23,1978,76,0.333333333333333
"5138",1978-01-24,1978,0,0
"5139",1978-01-25,1978,71,0.0769230769230769
"5140",1978-01-26,1978,6,0.153846153846154
"5141",1978-01-27,1978,41,0.230769230769231
"5142",1978-01-28,1978,18,0.307692307692308
"5143",1978-01-29,1978,1,0.384615384615385
"5144",1978-01-30,1978,2,0.461538461538462
"5145",1978-01-31,1978,6,0.538461538461538
"5146",1978-02-01,1978,6,0.615384615384615
"5147",1978-02-02,1978,5,0.692307692307692
"5148",1978-02-03,1978,9,0.769230769230769
"5149",1978-02-04,1978,9,0.846153846153846
"5150",1978-02-05,1978,8,0.923076923076923
"5151",1978-02-06,1978,1,1
"5152",1978-02-07,1978,6,1
"5153",1978-02-08,1978,89,1
"5154",1978-02-09,1978,71,1
"5155",1978-02-10,1978,24,1
"5156",1978-02-11,1978,71,1
"5157",1978-02-12,1978,7,1
"5158",1978-02-13,1978,4,1
"5159",1978-02-14,1978,1,1
"5160",1978-02-15,1978,8,1
"5161",1978-02-16,1978,1,1
"5162",1978-02-17,1978,65,0.916666666666667
"5163",1978-02-18,1978,71,0.833333333333333
"5164",1978-02-19,1978,73,0.75
"5165",1978-02-20,1978,24,0.666666666666667
"5166",1978-02-21,1978,76,0.583333333333333
"5167",1978-02-22,1978,53,0.5
"5168",1978-02-23,1978,73,0.416666666666667
"5169",1978-02-24,1978,1,0.333333333333333
"5170",1978-02-25,1978,8,0.25
"5171",1978-02-26,1978,6,0.166666666666667
"5172",1978-02-27,1978,2,0.0833333333333334
"5173",1978-02-28,1978,0,0
"5174",1978-03-01,1978,8,0.25
"5175",1978-03-02,1978,5,0.5
"5176",1978-03-03,1978,8,0.75
"5177",1978-03-04,1978,4,1
"5178",1978-03-05,1978,7,1.25
"5179",1978-03-06,1978,7,1.5
"5180",1978-03-07,1978,4,1.75
"5181",1978-03-08,1978,6,2
"5182",1978-03-09,1978,6,2.25
"5183",1978-03-10,1978,6,2.5
"5184",1978-03-11,1978,7,2.75
"5185",1978-03-12,1978,3,3
"5186",1978-03-13,1978,89,2.7
"5187",1978-03-14,1978,18,2.4
"5188",1978-03-15,1978,71,2.1
"5189",1978-03-16,1978,4,1.8
"5190",1978-03-17,1978,65,1.5
"5191",1978-03-18,1978,4,1.2
"5192",1978-03-19,1978,2,0.9
"5193",1978-03-20,1978,2,0.6
"5194",1978-03-21,1978,4,0.3
"5195",1978-03-22,1978,0,0
"5196",1978-03-23,1978,1,0
"5197",1978-03-24,1978,0,0
"5198",1978-03-25,1978,1,0
"5199",1978-03-26,1978,9,0
"5200",1978-03-27,1978,0,0
"5201",1978-03-28,1978,8,0
"5202",1978-03-29,1978,6,0
"5203",1978-03-30,1978,0,0
"5204",1978-03-31,1978,8,0.133333333333333
"5205",1978-04-01,1978,89,0.266666666666667
"5206",1978-04-02,1978,18,0.4
"5207",1978-04-03,1978,48,0.533333333333333
"5208",1978-04-04,1978,24,0.666666666666667
"5209",1978-04-05,1978,48,0.8
"5210",1978-04-06,1978,76,0.933333333333333
"5211",1978-04-07,1978,31,1.06666666666667
"5212",1978-04-08,1978,76,1.2
"5213",1978-04-09,1978,76,1.33333333333333
"5214",1978-04-10,1978,87,1.46666666666667
"5215",1978-04-11,1978,66,1.6
"5216",1978-04-12,1978,66,1.73333333333333
"5217",1978-04-13,1978,31,1.86666666666667
"5218",1978-04-14,1978,2,2
"5219",1978-04-15,1978,9,1.88235294117647
"5220",1978-04-16,1978,4,1.76470588235294
"5221",1978-04-17,1978,8,1.64705882352941
"5222",1978-04-18,1978,7,1.52941176470588
"5223",1978-04-19,1978,6,1.41176470588235
"5224",1978-04-20,1978,2,1.29411764705882
"5225",1978-04-21,1978,8,1.17647058823529
"5226",1978-04-22,1978,8,1.05882352941176
"5227",1978-04-23,1978,5,0.941176470588235
"5228",1978-04-24,1978,1,0.823529411764706
"5229",1978-04-25,1978,6,0.705882352941176
"5230",1978-04-26,1978,41,0.588235294117647
"5231",1978-04-27,1978,65,0.470588235294118
"5232",1978-04-28,1978,4,0.352941176470588
"5233",1978-04-29,1978,18,0.235294117647059
"5234",1978-04-30,1978,73,0.117647058823529
"5235",1978-05-01,1978,0,0
"5236",1978-05-02,1978,41,0
"5237",1978-05-03,1978,41,0
"5238",1978-05-04,1978,41,0
"5239",1978-05-05,1978,53,0
"5240",1978-05-06,1978,9,0
"5241",1978-05-07,1978,5,0
"5242",1978-05-08,1978,1,0
"5243",1978-05-09,1978,94,0
"5244",1978-05-10,1978,73,0
"5245",1978-05-11,1978,94,0
"5246",1978-05-12,1978,71,0
"5247",1978-05-13,1978,24,0
"5248",1978-05-14,1978,7,0
"5249",1978-05-15,1978,0,0
"5250",1978-05-16,1978,41,0.111111111111111
"5251",1978-05-17,1978,73,0.222222222222222
"5252",1978-05-18,1978,76,0.333333333333333
"5253",1978-05-19,1978,31,0.444444444444444
"5254",1978-05-20,1978,53,0.555555555555556
"5255",1978-05-21,1978,66,0.666666666666667
"5256",1978-05-22,1978,73,0.777777777777778
"5257",1978-05-23,1978,3,0.888888888888889
"5258",1978-05-24,1978,1,1
"5259",1978-05-25,1978,48,0.933333333333333
"5260",1978-05-26,1978,53,0.866666666666667
"5261",1978-05-27,1978,76,0.8
"5262",1978-05-28,1978,48,0.733333333333333
"5263",1978-05-29,1978,24,0.666666666666667
"5264",1978-05-30,1978,65,0.6
"5265",1978-05-31,1978,3,0.533333333333333
"5266",1978-06-01,1978,5,0.466666666666667
"5267",1978-06-02,1978,73,0.4
"5268",1978-06-03,1978,25,0.333333333333333
"5269",1978-06-04,1978,66,0.266666666666667
"5270",1978-06-05,1978,30,0.2
"5271",1978-06-06,1978,78,0.133333333333333
"5272",1978-06-07,1978,30,0.0666666666666667
"5273",1978-06-08,1978,0,0
"5274",1978-06-09,1978,15,0
"5275",1978-06-10,1978,15,0
"5276",1978-06-11,1978,66,0
"5277",1978-06-12,1978,2,0
"5278",1978-06-13,1978,9,0
"5279",1978-06-14,1978,0,0
"5280",1978-06-15,1978,7,0.25
"5281",1978-06-16,1978,4,0.5
"5282",1978-06-17,1978,1,0.75
"5283",1978-06-18,1978,5,1
"5284",1978-06-19,1978,98,1.25
"5285",1978-06-20,1978,53,1.5
"5286",1978-06-21,1978,87,1.75
"5287",1978-06-22,1978,31,2
"5288",1978-06-23,1978,5,2.25
"5289",1978-06-24,1978,85,2.5
"5290",1978-06-25,1978,5,2.75
"5291",1978-06-26,1978,3,3
"5292",1978-06-27,1978,4,2.7
"5293",1978-06-28,1978,48,2.4
"5294",1978-06-29,1978,87,2.1
"5295",1978-06-30,1978,66,1.8
"5296",1978-07-01,1978,12,1.5
"5297",1978-07-02,1978,95,1.2
"5298",1978-07-03,1978,12,0.9
"5299",1978-07-04,1978,61,0.6
"5300",1978-07-05,1978,12,0.3
"5301",1978-07-06,1978,0,0
"5302",1978-07-07,1978,5,0
"5303",1978-07-08,1978,73,0
"5304",1978-07-09,1978,87,0
"5305",1978-07-10,1978,48,0
"5306",1978-07-11,1978,9,0
"5307",1978-07-12,1978,4,0
"5308",1978-07-13,1978,73,0
"5309",1978-07-14,1978,45,0
"5310",1978-07-15,1978,25,0
"5311",1978-07-16,1978,1,0
"5312",1978-07-17,1978,31,0
"5313",1978-07-18,1978,0,0
"5314",1978-07-19,1978,71,0
"5315",1978-07-20,1978,66,0
"5316",1978-07-21,1978,85,0
"5317",1978-07-22,1978,8,0
"5318",1978-07-23,1978,76,0
"5319",1978-07-24,1978,31,0
"5320",1978-07-25,1978,66,0
"5321",1978-07-26,1978,66,0
"5322",1978-07-27,1978,12,0
"5323",1978-07-28,1978,61,0
"5324",1978-07-29,1978,45,0
"5325",1978-07-30,1978,30,0
"5326",1978-07-31,1978,30,0
"5327",1978-08-01,1978,0,0
"5328",1978-08-02,1978,58,0.5
"5329",1978-08-03,1978,45,1
"5330",1978-08-04,1978,45,1.5
"5331",1978-08-05,1978,45,2
"5332",1978-08-06,1978,45,2.5
"5333",1978-08-07,1978,45,3
"5334",1978-08-08,1978,45,3.5
"5335",1978-08-09,1978,32,4
"5336",1978-08-10,1978,19,4.5
"5337",1978-08-11,1978,19,5
"5338",1978-08-12,1978,19,5.5
"5339",1978-08-13,1978,45,6
"5340",1978-08-14,1978,19,6.5
"5341",1978-08-15,1978,7,7
"5342",1978-08-16,1978,96,6.88235294117647
"5343",1978-08-17,1978,85,6.76470588235294
"5344",1978-08-18,1978,74,6.64705882352941
"5345",1978-08-19,1978,63,6.52941176470588
"5346",1978-08-20,1978,53,6.41176470588235
"5347",1978-08-21,1978,53,6.29411764705882
"5348",1978-08-22,1978,53,6.17647058823529
"5349",1978-08-23,1978,53,6.05882352941176
"5350",1978-08-24,1978,43,5.94117647058824
"5351",1978-08-25,1978,43,5.82352941176471
"5352",1978-08-26,1978,53,5.70588235294118
"5353",1978-08-27,1978,74,5.58823529411765
"5354",1978-08-28,1978,63,5.47058823529412
"5355",1978-08-29,1978,53,5.35294117647059
"5356",1978-08-30,1978,53,5.23529411764706
"5357",1978-08-31,1978,8,5.11764705882353
"5358",1978-09-01,1978,5,5
"5359",1978-09-02,1978,45,4.54545454545454
"5360",1978-09-03,1978,32,4.09090909090909
"5361",1978-09-04,1978,19,3.63636363636364
"5362",1978-09-05,1978,85,3.18181818181818
"5363",1978-09-06,1978,74,2.72727272727273
"5364",1978-09-07,1978,85,2.27272727272727
"5365",1978-09-08,1978,45,1.81818181818182
"5366",1978-09-09,1978,45,1.36363636363636
"5367",1978-09-10,1978,19,0.909090909090909
"5368",1978-09-11,1978,32,0.454545454545455
"5369",1978-09-12,1978,0,0
"5370",1978-09-13,1978,65,0.0454545454545455
"5371",1978-09-14,1978,45,0.0909090909090909
"5372",1978-09-15,1978,45,0.136363636363636
"5373",1978-09-16,1978,19,0.181818181818182
"5374",1978-09-17,1978,74,0.227272727272727
"5375",1978-09-18,1978,53,0.272727272727273
"5376",1978-09-19,1978,53,0.318181818181818
"5377",1978-09-20,1978,63,0.363636363636364
"5378",1978-09-21,1978,63,0.409090909090909
"5379",1978-09-22,1978,53,0.454545454545455
"5380",1978-09-23,1978,53,0.5
"5381",1978-09-24,1978,63,0.545454545454545
"5382",1978-09-25,1978,53,0.590909090909091
"5383",1978-09-26,1978,53,0.636363636363636
"5384",1978-09-27,1978,53,0.681818181818182
"5385",1978-09-28,1978,71,0.727272727272727
"5386",1978-09-29,1978,31,0.772727272727273
"5387",1978-09-30,1978,30,0.818181818181818
"5388",1978-10-01,1979,4,0.863636363636364
"5389",1978-10-02,1979,4,0.909090909090909
"5390",1978-10-03,1979,7,0.954545454545455
"5391",1978-10-04,1979,1,1
"5392",1978-10-05,1979,2,0.9
"5393",1978-10-06,1979,5,0.8
"5394",1978-10-07,1979,24,0.7
"5395",1978-10-08,1979,9,0.6
"5396",1978-10-09,1979,45,0.5
"5397",1978-10-10,1979,66,0.4
"5398",1978-10-11,1979,12,0.3
"5399",1978-10-12,1979,61,0.2
"5400",1978-10-13,1979,30,0.1
"5401",1978-10-14,1979,0,0
"5402",1978-10-15,1979,71,0.583333333333333
"5403",1978-10-16,1979,71,1.16666666666667
"5404",1978-10-17,1979,71,1.75
"5405",1978-10-18,1979,71,2.33333333333333
"5406",1978-10-19,1979,58,2.91666666666667
"5407",1978-10-20,1979,45,3.5
"5408",1978-10-21,1979,45,4.08333333333333
"5409",1978-10-22,1979,19,4.66666666666667
"5410",1978-10-23,1979,19,5.25
"5411",1978-10-24,1979,19,5.83333333333333
"5412",1978-10-25,1979,19,6.41666666666667
"5413",1978-10-26,1979,7,7
"5414",1978-10-27,1979,71,8.5
"5415",1978-10-28,1979,58,10
"5416",1978-10-29,1979,32,11.5
"5417",1978-10-30,1979,19,13
"5418",1978-10-31,1979,19,14.5
"5419",1978-11-01,1979,19,16
"5420",1978-11-02,1979,19,17.5
"5421",1978-11-03,1979,19,19
"5422",1978-11-04,1979,19,19
"5423",1978-11-05,1979,19,19
"5424",1978-11-06,1979,19,19
"5425",1978-11-07,1979,19,19
"5426",1978-11-08,1979,19,19
"5427",1978-11-09,1979,19,19
"5428",1978-11-10,1979,19,19
"5429",1978-11-11,1979,19,19
"5430",1978-11-12,1979,19,19
"5431",1978-11-13,1979,96,34.4545454545455
"5432",1978-11-14,1979,96,37.5454545454545
"5433",1978-11-15,1979,74,40.6363636363636
"5434",1978-11-16,1979,74,43.7272727272727
"5435",1978-11-17,1979,74,46.8181818181818
"5436",1978-11-18,1979,63,49.9090909090909
"5437",1978-11-19,1979,53,53
"5438",1978-11-20,1979,53,48.1818181818182
"5439",1978-11-21,1979,53,43.3636363636364
"5440",1978-11-22,1979,53,38.5454545454545
"5441",1978-11-23,1979,53,33.7272727272727
"5442",1978-11-24,1979,53,28.9090909090909
"5443",1978-11-25,1979,53,24.0909090909091
"5444",1978-11-26,1979,63,19.2727272727273
"5445",1978-11-27,1979,96,14.4545454545455
"5446",1978-11-28,1979,71,9.63636363636363
"5447",1978-11-29,1979,71,4.81818181818182
"5448",1978-11-30,1979,0,0
"5449",1978-12-01,1979,71,0
"5450",1978-12-02,1979,71,0
"5451",1978-12-03,1979,45,0
"5452",1978-12-04,1979,32,0
"5453",1978-12-05,1979,19,0
"5454",1978-12-06,1979,19,0
"5455",1978-12-07,1979,19,0
"5456",1978-12-08,1979,19,0
"5457",1978-12-09,1979,19,0
"5458",1978-12-10,1979,19,0
"5459",1978-12-11,1979,19,0
"5460",1978-12-12,1979,61,0
"5461",1978-12-13,1979,8,0
"5462",1978-12-14,1979,6,0
"5463",1978-12-15,1979,7,0
"5464",1978-12-16,1979,48,0
"5465",1978-12-17,1979,24,0
"5466",1978-12-18,1979,71,0
"5467",1978-12-19,1979,24,0
"5468",1978-12-20,1979,0,0
"5469",1978-12-21,1979,87,0
"5470",1978-12-22,1979,45,0
"5471",1978-12-23,1979,66,0
"5472",1978-12-24,1979,45,0
"5473",1978-12-25,1979,48,0
"5474",1978-12-26,1979,1,0
"5475",1978-12-27,1979,8,0
"5476",1978-12-28,1979,3,0
"5477",1978-12-29,1979,0,0
"5478",1978-12-30,1979,8,0
"5479",1978-12-31,1979,6,0
"5480",1979-01-01,1979,8,0
"5481",1979-01-02,1979,0,0
"5482",1979-01-03,1979,3,0.0833333333333333
"5483",1979-01-04,1979,7,0.166666666666667
"5484",1979-01-05,1979,83,0.25
"5485",1979-01-06,1979,58,0.333333333333333
"5486",1979-01-07,1979,10,0.416666666666667
"5487",1979-01-08,1979,17,0.5
"5488",1979-01-09,1979,73,0.583333333333333
"5489",1979-01-10,1979,3,0.666666666666667
"5490",1979-01-11,1979,1,0.75
"5491",1979-01-12,1979,3,0.833333333333333
"5492",1979-01-13,1979,6,0.916666666666667
"5493",1979-01-14,1979,1,1
"5494",1979-01-15,1979,86,0.9375
"5495",1979-01-16,1979,51,0.875
"5496",1979-01-17,1979,9,0.8125
"5497",1979-01-18,1979,49,0.75
"5498",1979-01-19,1979,92,0.6875
"5499",1979-01-20,1979,74,0.625
"5500",1979-01-21,1979,72,0.5625
"5501",1979-01-22,1979,72,0.5
"5502",1979-01-23,1979,74,0.4375
"5503",1979-01-24,1979,2,0.375
"5504",1979-01-25,1979,8,0.3125
"5505",1979-01-26,1979,5,0.25
"5506",1979-01-27,1979,9,0.1875
"5507",1979-01-28,1979,7,0.125
"5508",1979-01-29,1979,8,0.0625
"5509",1979-01-30,1979,0,0
"5510",1979-01-31,1979,0,0
"5511",1979-02-01,1979,0,0
"5512",1979-02-02,1979,8,0
"5513",1979-02-03,1979,6,0
"5514",1979-02-04,1979,3,0
"5515",1979-02-05,1979,6,0
"5516",1979-02-06,1979,2,0
"5517",1979-02-07,1979,3,0
"5518",1979-02-08,1979,3,0
"5519",1979-02-09,1979,0,0
"5520",1979-02-10,1979,0,0
"5521",1979-02-11,1979,6,0
"5522",1979-02-12,1979,2,0
"5523",1979-02-13,1979,6,0
"5524",1979-02-14,1979,3,0
"5525",1979-02-15,1979,8,0
"5526",1979-02-16,1979,9,0
"5527",1979-02-17,1979,2,0
"5528",1979-02-18,1979,2,0
"5529",1979-02-19,1979,3,0
"5530",1979-02-20,1979,6,0
"5531",1979-02-21,1979,7,0
"5532",1979-02-22,1979,0,0
"5533",1979-02-23,1979,8,0
"5534",1979-02-24,1979,7,0
"5535",1979-02-25,1979,6,0
"5536",1979-02-26,1979,3,0
"5537",1979-02-27,1979,6,0
"5538",1979-02-28,1979,0,0
"5539",1979-03-01,1979,4,0
"5540",1979-03-02,1979,6,0
"5541",1979-03-03,1979,6,0
"5542",1979-03-04,1979,9,0
"5543",1979-03-05,1979,6,0
"5544",1979-03-06,1979,6,0
"5545",1979-03-07,1979,3,0
"5546",1979-03-08,1979,3,0
"5547",1979-03-09,1979,1,0
"5548",1979-03-10,1979,6,0
"5549",1979-03-11,1979,5,0
"5550",1979-03-12,1979,0,0
"5551",1979-03-13,1979,3,0
"5552",1979-03-14,1979,4,0
"5553",1979-03-15,1979,0,0
"5554",1979-03-16,1979,2,0
"5555",1979-03-17,1979,6,0
"5556",1979-03-18,1979,0,0
"5557",1979-03-19,1979,87,0
"5558",1979-03-20,1979,83,0
"5559",1979-03-21,1979,34,0
"5560",1979-03-22,1979,7,0
"5561",1979-03-23,1979,6,0
"5562",1979-03-24,1979,8,0
"5563",1979-03-25,1979,0,0
"5564",1979-03-26,1979,8,0
"5565",1979-03-27,1979,8,0
"5566",1979-03-28,1979,3,0
"5567",1979-03-29,1979,7,0
"5568",1979-03-30,1979,9,0
"5569",1979-03-31,1979,6,0
"5570",1979-04-01,1979,6,0
"5571",1979-04-02,1979,5,0
"5572",1979-04-03,1979,3,0
"5573",1979-04-04,1979,3,0
"5574",1979-04-05,1979,1,0
"5575",1979-04-06,1979,3,0
"5576",1979-04-07,1979,0,0
"5577",1979-04-08,1979,3,0.0384615384615385
"5578",1979-04-09,1979,2,0.0769230769230769
"5579",1979-04-10,1979,3,0.115384615384615
"5580",1979-04-11,1979,3,0.153846153846154
"5581",1979-04-12,1979,2,0.192307692307692
"5582",1979-04-13,1979,60,0.230769230769231
"5583",1979-04-14,1979,8,0.269230769230769
"5584",1979-04-15,1979,10,0.307692307692308
"5585",1979-04-16,1979,63,0.346153846153846
"5586",1979-04-17,1979,86,0.384615384615385
"5587",1979-04-18,1979,63,0.423076923076923
"5588",1979-04-19,1979,95,0.461538461538462
"5589",1979-04-20,1979,30,0.5
"5590",1979-04-21,1979,9,0.538461538461538
"5591",1979-04-22,1979,89,0.576923076923077
"5592",1979-04-23,1979,69,0.615384615384615
"5593",1979-04-24,1979,30,0.653846153846154
"5594",1979-04-25,1979,95,0.692307692307692
"5595",1979-04-26,1979,95,0.730769230769231
"5596",1979-04-27,1979,49,0.769230769230769
"5597",1979-04-28,1979,9,0.807692307692308
"5598",1979-04-29,1979,10,0.846153846153846
"5599",1979-04-30,1979,30,0.884615384615385
"5600",1979-05-01,1979,49,0.923076923076923
"5601",1979-05-02,1979,49,0.961538461538462
"5602",1979-05-03,1979,1,1
"5603",1979-05-04,1979,1,1
"5604",1979-05-05,1979,3,1.45161290322581
"5605",1979-05-06,1979,9,1.67741935483871
"5606",1979-05-07,1979,4,1.90322580645161
"5607",1979-05-08,1979,58,2.12903225806452
"5608",1979-05-09,1979,63,2.35483870967742
"5609",1979-05-10,1979,73,2.58064516129032
"5610",1979-05-11,1979,89,2.80645161290323
"5611",1979-05-12,1979,30,3.03225806451613
"5612",1979-05-13,1979,11,3.25806451612903
"5613",1979-05-14,1979,56,3.48387096774194
"5614",1979-05-15,1979,22,3.70967741935484
"5615",1979-05-16,1979,5,3.93548387096774
"5616",1979-05-17,1979,88,4.16129032258065
