"","date","h_year","flow","baseflow"
"1",1964-01-01,1964,17,NA
"2",1964-01-02,1964,21,NA
"3",1964-01-03,1964,77,NA
"4",1964-01-04,1964,21,NA
"5",1964-01-05,1964,77,NA
"6",1964-01-06,1964,34,NA
"7",1964-01-07,1964,34,NA
"8",1964-01-08,1964,74,NA
"9",1964-01-09,1964,74,NA
"10",1964-01-10,1964,74,NA
"11",1964-01-11,1964,99,NA
"12",1964-01-12,1964,47,NA
"13",1964-01-13,1964,47,NA
"14",1964-01-14,1964,47,NA
"15",1964-01-15,1964,47,NA
"16",1964-01-16,1964,74,NA
"17",1964-01-17,1964,47,NA
"18",1964-01-18,1964,81,NA
"19",1964-01-19,1964,74,NA
"20",1964-01-20,1964,47,NA
"21",1964-01-21,1964,14,NA
"22",1964-01-22,1964,58,NA
"23",1964-01-23,1964,58,NA
"24",1964-01-24,1964,58,NA
"25",1964-01-25,1964,58,NA
"26",1964-01-26,1964,58,NA
"27",1964-01-27,1964,58,NA
"28",1964-01-28,1964,58,NA
"29",1964-01-29,1964,71,NA
"30",1964-01-30,1964,10,10
"31",1964-01-31,1964,71,10
"32",1964-02-01,1964,10,10
"33",1964-02-02,1964,10,9.47058823529412
"34",1964-02-03,1964,71,8.94117647058824
"35",1964-02-04,1964,10,8.41176470588235
"36",1964-02-05,1964,53,7.88235294117647
"37",1964-02-06,1964,53,7.35294117647059
"38",1964-02-07,1964,47,6.82352941176471
"39",1964-02-08,1964,74,6.29411764705882
"40",1964-02-09,1964,14,5.76470588235294
"41",1964-02-10,1964,53,5.23529411764706
"42",1964-02-11,1964,14,4.70588235294118
"43",1964-02-12,1964,47,4.17647058823529
"44",1964-02-13,1964,34,3.64705882352941
"45",1964-02-14,1964,77,3.11764705882353
"46",1964-02-15,1964,34,2.58823529411765
"47",1964-02-16,1964,17,2.05882352941176
"48",1964-02-17,1964,17,1.52941176470588
"49",1964-02-18,1964,1,1
"50",1964-02-19,1964,5,1
"51",1964-02-20,1964,2,1
"52",1964-02-21,1964,1,1
"53",1964-02-22,1964,6,0.888888888888889
"54",1964-02-23,1964,7,0.777777777777778
"55",1964-02-24,1964,2,0.666666666666667
"56",1964-02-25,1964,2,0.555555555555556
"57",1964-02-26,1964,4,0.444444444444444
"58",1964-02-27,1964,7,0.333333333333333
"59",1964-02-28,1964,9,0.222222222222222
"60",1964-02-29,1964,8,0.111111111111111
"61",1964-03-01,1964,0,0
"62",1964-03-02,1964,0,0
"63",1964-03-03,1964,8,0.142857142857143
"64",1964-03-04,1964,2,0.214285714285714
"65",1964-03-05,1964,1,0.285714285714286
"66",1964-03-06,1964,6,0.357142857142857
"67",1964-03-07,1964,99,0.428571428571429
"68",1964-03-08,1964,14,0.5
"69",1964-03-09,1964,94,0.571428571428571
"70",1964-03-10,1964,94,0.642857142857143
"71",1964-03-11,1964,94,0.714285714285714
"72",1964-03-12,1964,2,0.785714285714286
"73",1964-03-13,1964,8,0.857142857142857
"74",1964-03-14,1964,7,0.928571428571429
"75",1964-03-15,1964,1,1
"76",1964-03-16,1964,5,1
"77",1964-03-17,1964,6,1
"78",1964-03-18,1964,9,1
"79",1964-03-19,1964,6,1
"80",1964-03-20,1964,4,1
"81",1964-03-21,1964,7,1
"82",1964-03-22,1964,9,1
"83",1964-03-23,1964,8,1
"84",1964-03-24,1964,5,1
"85",1964-03-25,1964,4,1
"86",1964-03-26,1964,8,1
"87",1964-03-27,1964,1,1
"88",1964-03-28,1964,1,1
"89",1964-03-29,1964,9,1
"90",1964-03-30,1964,3,1
"91",1964-03-31,1964,7,1
"92",1964-04-01,1964,5,1
"93",1964-04-02,1964,7,1
"94",1964-04-03,1964,6,1
"95",1964-04-04,1964,6,1
"96",1964-04-05,1964,4,1
"97",1964-04-06,1964,9,1
"98",1964-04-07,1964,1,1
"99",1964-04-08,1964,7,1
"100",1964-04-09,1964,1,1
"101",1964-04-10,1964,6,1
"102",1964-04-11,1964,4,1
"103",1964-04-12,1964,9,1
"104",1964-04-13,1964,5,1
"105",1964-04-14,1964,1,1
"106",1964-04-15,1964,6,1
"107",1964-04-16,1964,5,1
"108",1964-04-17,1964,6,1
"109",1964-04-18,1964,2,1
"110",1964-04-19,1964,1,1
"111",1964-04-20,1964,4,1
"112",1964-04-21,1964,4,1
"113",1964-04-22,1964,94,1
"114",1964-04-23,1964,94,1
"115",1964-04-24,1964,77,1
"116",1964-04-25,1964,2,1
"117",1964-04-26,1964,6,1
"118",1964-04-27,1964,7,1
"119",1964-04-28,1964,6,1
"120",1964-04-29,1964,6,1
"121",1964-04-30,1964,4,1
"122",1964-05-01,1964,6,1
"123",1964-05-02,1964,1,1
"124",1964-05-03,1964,8,1
"125",1964-05-04,1964,1,1
"126",1964-05-05,1964,65,1
"127",1964-05-06,1964,2,1
"128",1964-05-07,1964,8,1
"129",1964-05-08,1964,9,1
"130",1964-05-09,1964,7,1
"131",1964-05-10,1964,4,1
"132",1964-05-11,1964,6,1
"133",1964-05-12,1964,1,1
"134",1964-05-13,1964,65,1
"135",1964-05-14,1964,18,1
"136",1964-05-15,1964,18,1
"137",1964-05-16,1964,65,1
"138",1964-05-17,1964,77,1
"139",1964-05-18,1964,53,1
"140",1964-05-19,1964,47,1
"141",1964-05-20,1964,38,1
"142",1964-05-21,1964,65,1
"143",1964-05-22,1964,99,1
"144",1964-05-23,1964,81,1
"145",1964-05-24,1964,99,1
"146",1964-05-25,1964,98,1
"147",1964-05-26,1964,46,1
"148",1964-05-27,1964,81,1
"149",1964-05-28,1964,71,1
"150",1964-05-29,1964,71,1
"151",1964-05-30,1964,7,1
"152",1964-05-31,1964,5,1
"153",1964-06-01,1964,1,1
"154",1964-06-02,1964,9,0.909090909090909
"155",1964-06-03,1964,6,0.818181818181818
"156",1964-06-04,1964,7,0.727272727272727
"157",1964-06-05,1964,5,0.636363636363636
"158",1964-06-06,1964,24,0.545454545454545
"159",1964-06-07,1964,47,0.454545454545455
"160",1964-06-08,1964,98,0.363636363636364
"161",1964-06-09,1964,53,0.272727272727273
"162",1964-06-10,1964,71,0.181818181818182
"163",1964-06-11,1964,71,0.0909090909090909
"164",1964-06-12,1964,0,0
"165",1964-06-13,1964,0,0
"166",1964-06-14,1964,23,0.0666666666666667
"167",1964-06-15,1964,79,0.1
"168",1964-06-16,1964,53,0.133333333333333
"169",1964-06-17,1964,5,0.166666666666667
"170",1964-06-18,1964,1,0.2
"171",1964-06-19,1964,8,0.233333333333333
"172",1964-06-20,1964,6,0.266666666666667
"173",1964-06-21,1964,94,0.3
"174",1964-06-22,1964,47,0.333333333333333
"175",1964-06-23,1964,4,0.366666666666667
"176",1964-06-24,1964,48,0.4
"177",1964-06-25,1964,17,0.433333333333333
"178",1964-06-26,1964,14,0.466666666666667
"179",1964-06-27,1964,23,0.5
"180",1964-06-28,1964,98,0.533333333333333
"181",1964-06-29,1964,71,0.566666666666667
"182",1964-06-30,1964,9,0.6
"183",1964-07-01,1964,7,0.633333333333333
"184",1964-07-02,1964,3,0.666666666666667
"185",1964-07-03,1964,9,0.7
"186",1964-07-04,1964,54,0.733333333333333
"187",1964-07-05,1964,94,0.766666666666667
"188",1964-07-06,1964,6,0.8
"189",1964-07-07,1964,2,0.833333333333333
"190",1964-07-08,1964,2,0.866666666666667
"191",1964-07-09,1964,2,0.9
"192",1964-07-10,1964,71,0.933333333333333
"193",1964-07-11,1964,5,0.966666666666667
"194",1964-07-12,1964,1,1
"195",1964-07-13,1964,9,0.9
"196",1964-07-14,1964,4,0.8
"197",1964-07-15,1964,94,0.7
"198",1964-07-16,1964,14,0.6
"199",1964-07-17,1964,83,0.5
"200",1964-07-18,1964,17,0.4
"201",1964-07-19,1964,98,0.3
"202",1964-07-20,1964,71,0.2
"203",1964-07-21,1964,46,0.1
"204",1964-07-22,1964,0,0
"205",1964-07-23,1964,79,0
"206",1964-07-24,1964,1,0
"207",1964-07-25,1964,94,0
"208",1964-07-26,1964,10,0
"209",1964-07-27,1964,23,0
"210",1964-07-28,1964,0,0
"211",1964-07-29,1964,59,0
"212",1964-07-30,1964,60,0
"213",1964-07-31,1964,47,0
"214",1964-08-01,1964,53,0
"215",1964-08-02,1964,71,0
"216",1964-08-03,1964,47,0
"217",1964-08-04,1964,71,0
"218",1964-08-05,1964,0,0
"219",1964-08-06,1964,69,0
"220",1964-08-07,1964,50,0
"221",1964-08-08,1964,40,0
"222",1964-08-09,1964,36,0
"223",1964-08-10,1964,18,0
"224",1964-08-11,1964,83,0
"225",1964-08-12,1964,46,0
"226",1964-08-13,1964,0,0
"227",1964-08-14,1964,79,0.277777777777778
"228",1964-08-15,1964,50,0.555555555555556
"229",1964-08-16,1964,31,0.833333333333333
"230",1964-08-17,1964,31,1.11111111111111
"231",1964-08-18,1964,14,1.38888888888889
"232",1964-08-19,1964,79,1.66666666666667
"233",1964-08-20,1964,23,1.94444444444444
"234",1964-08-21,1964,79,2.22222222222222
"235",1964-08-22,1964,40,2.5
"236",1964-08-23,1964,99,2.77777777777778
"237",1964-08-24,1964,36,3.05555555555556
"238",1964-08-25,1964,58,3.33333333333333
"239",1964-08-26,1964,79,3.61111111111111
"240",1964-08-27,1964,40,3.88888888888889
"241",1964-08-28,1964,31,4.16666666666667
"242",1964-08-29,1964,14,4.44444444444444
"243",1964-08-30,1964,97,4.72222222222222
"244",1964-08-31,1964,5,5
"245",1964-09-01,1964,5,4.76190476190476
"246",1964-09-02,1964,97,4.52380952380952
"247",1964-09-03,1964,89,4.28571428571429
"248",1964-09-04,1964,82,4.04761904761905
"249",1964-09-05,1964,74,3.80952380952381
"250",1964-09-06,1964,60,3.57142857142857
"251",1964-09-07,1964,67,3.33333333333333
"252",1964-09-08,1964,98,3.0952380952381
"253",1964-09-09,1964,11,2.85714285714286
"254",1964-09-10,1964,50,2.61904761904762
"255",1964-09-11,1964,31,2.38095238095238
"256",1964-09-12,1964,5,2.14285714285714
"257",1964-09-13,1964,97,1.9047619047619
"258",1964-09-14,1964,82,1.66666666666667
"259",1964-09-15,1964,74,1.42857142857143
"260",1964-09-16,1964,67,1.19047619047619
"261",1964-09-17,1964,67,0.952380952380953
"262",1964-09-18,1964,10,0.714285714285714
"263",1964-09-19,1964,83,0.476190476190476
"264",1964-09-20,1964,69,0.238095238095238
"265",1964-09-21,1964,0,0
"266",1964-09-22,1964,2,0
"267",1964-09-23,1964,2,0
"268",1964-09-24,1964,94,0
"269",1964-09-25,1964,38,0
"270",1964-09-26,1964,34,0
"271",1964-09-27,1964,69,0
"272",1964-09-28,1964,40,0
"273",1964-09-29,1964,31,0
"274",1964-09-30,1964,22,0
"275",1964-10-01,1965,14,0
"276",1964-10-02,1965,5,0
"277",1964-10-03,1965,5,0
"278",1964-10-04,1965,97,0
"279",1964-10-05,1965,97,0
"280",1964-10-06,1965,22,0
"281",1964-10-07,1965,22,0
"282",1964-10-08,1965,22,0
"283",1964-10-09,1965,0,0
"284",1964-10-10,1965,64,0
"285",1964-10-11,1965,46,0
"286",1964-10-12,1965,65,0
"287",1964-10-13,1965,0,0
"288",1964-10-14,1965,0,0
"289",1964-10-15,1965,0,0
"290",1964-10-16,1965,6,0
"291",1964-10-17,1965,3,0
"292",1964-10-18,1965,0,0
"293",1964-10-19,1965,4,0
"294",1964-10-20,1965,3,0
"295",1964-10-21,1965,7,0
"296",1964-10-22,1965,0,0
"297",1964-10-23,1965,8,0
"298",1964-10-24,1965,9,0
"299",1964-10-25,1965,0,0
"300",1964-10-26,1965,0,0
"301",1964-10-27,1965,0,0
"302",1964-10-28,1965,5,0
"303",1964-10-29,1965,4,0
"304",1964-10-30,1965,3,0
"305",1964-10-31,1965,9,0
"306",1964-11-01,1965,1,0
"307",1964-11-02,1965,6,0
"308",1964-11-03,1965,2,0
"309",1964-11-04,1965,8,0
"310",1964-11-05,1965,8,0
"311",1964-11-06,1965,6,0
"312",1964-11-07,1965,7,0
"313",1964-11-08,1965,5,0
"314",1964-11-09,1965,9,0
"315",1964-11-10,1965,7,0
"316",1964-11-11,1965,2,0
"317",1964-11-12,1965,9,0
"318",1964-11-13,1965,0,0
"319",1964-11-14,1965,2,0
"320",1964-11-15,1965,4,0
"321",1964-11-16,1965,4,0
"322",1964-11-17,1965,4,0
"323",1964-11-18,1965,2,0
"324",1964-11-19,1965,8,0
"325",1964-11-20,1965,1,0
"326",1964-11-21,1965,65,0
"327",1964-11-22,1965,18,0
"328",1964-11-23,1965,99,0
"329",1964-11-24,1965,55,0
"330",1964-11-25,1965,34,0
"331",1964-11-26,1965,14,0
"332",1964-11-27,1965,94,0
"333",1964-11-28,1965,94,0
"334",1964-11-29,1965,94,0
"335",1964-11-30,1965,94,0
"336",1964-12-01,1965,5,0
"337",1964-12-02,1965,1,0
"338",1964-12-03,1965,0,0
"339",1964-12-04,1965,9,0
"340",1964-12-05,1965,2,0
"341",1964-12-06,1965,1,0
"342",1964-12-07,1965,71,0
"343",1964-12-08,1965,94,0
"344",1964-12-09,1965,71,0
"345",1964-12-10,1965,24,0
"346",1964-12-11,1965,77,0
"347",1964-12-12,1965,55,0
"348",1964-12-13,1965,34,0
"349",1964-12-14,1965,14,0
"350",1964-12-15,1965,14,0
"351",1964-12-16,1965,77,0
"352",1964-12-17,1965,1,0
"353",1964-12-18,1965,0,0
"354",1964-12-19,1965,5,0
"355",1964-12-20,1965,7,0
"356",1964-12-21,1965,7,0
"357",1964-12-22,1965,1,0
"358",1964-12-23,1965,6,0
"359",1964-12-24,1965,5,0
"360",1964-12-25,1965,4,0
"361",1964-12-26,1965,0,0
"362",1964-12-27,1965,1,0
"363",1964-12-28,1965,7,0
"364",1964-12-29,1965,1,0
"365",1964-12-30,1965,1,0
"366",1964-12-31,1965,4,0
"367",1965-01-01,1965,1,0
"368",1965-01-02,1965,8,0
"369",1965-01-03,1965,3,0
"370",1965-01-04,1965,3,0
"371",1965-01-05,1965,9,0
"372",1965-01-06,1965,4,0
"373",1965-01-07,1965,3,0
"374",1965-01-08,1965,0,0
"375",1965-01-09,1965,6,0
"376",1965-01-10,1965,0,0
"377",1965-01-11,1965,4,0
"378",1965-01-12,1965,0,0
"379",1965-01-13,1965,7,0
"380",1965-01-14,1965,3,0
"381",1965-01-15,1965,0,0
"382",1965-01-16,1965,9,0.0909090909090909
"383",1965-01-17,1965,4,0.181818181818182
"384",1965-01-18,1965,5,0.272727272727273
"385",1965-01-19,1965,2,0.363636363636364
"386",1965-01-20,1965,8,0.454545454545455
"387",1965-01-21,1965,5,0.545454545454545
"388",1965-01-22,1965,2,0.636363636363636
"389",1965-01-23,1965,5,0.727272727272727
"390",1965-01-24,1965,1,0.818181818181818
"391",1965-01-25,1965,5,0.909090909090909
"392",1965-01-26,1965,1,1
"393",1965-01-27,1965,8,0.909090909090909
"394",1965-01-28,1965,1,0.818181818181818
"395",1965-01-29,1965,8,0.727272727272727
"396",1965-01-30,1965,6,0.636363636363636
"397",1965-01-31,1965,5,0.545454545454545
"398",1965-02-01,1965,4,0.454545454545455
"399",1965-02-02,1965,4,0.363636363636364
"400",1965-02-03,1965,4,0.272727272727273
"401",1965-02-04,1965,9,0.181818181818182
"402",1965-02-05,1965,6,0.0909090909090909
"403",1965-02-06,1965,0,0
"404",1965-02-07,1965,4,0.0416666666666667
"405",1965-02-08,1965,2,0.0833333333333333
"406",1965-02-09,1965,3,0.125
"407",1965-02-10,1965,8,0.166666666666667
"408",1965-02-11,1965,41,0.208333333333333
"409",1965-02-12,1965,94,0.25
"410",1965-02-13,1965,24,0.291666666666667
"411",1965-02-14,1965,99,0.333333333333333
"412",1965-02-15,1965,99,0.375
"413",1965-02-16,1965,55,0.416666666666667
"414",1965-02-17,1965,74,0.458333333333333
"415",1965-02-18,1965,94,0.5
"416",1965-02-19,1965,74,0.541666666666667
"417",1965-02-20,1965,36,0.583333333333333
"418",1965-02-21,1965,98,0.625
"419",1965-02-22,1965,99,0.666666666666667
"420",1965-02-23,1965,74,0.708333333333333
"421",1965-02-24,1965,17,0.75
"422",1965-02-25,1965,99,0.791666666666667
"423",1965-02-26,1965,81,0.833333333333333
"424",1965-02-27,1965,99,0.875
"425",1965-02-28,1965,36,0.916666666666667
"426",1965-03-01,1965,94,0.958333333333333
"427",1965-03-02,1965,1,1
"428",1965-03-03,1965,2,1
"429",1965-03-04,1965,6,1
"430",1965-03-05,1965,2,1
"431",1965-03-06,1965,7,1
"432",1965-03-07,1965,1,1
"433",1965-03-08,1965,9,1
"434",1965-03-09,1965,2,1
"435",1965-03-10,1965,8,1
"436",1965-03-11,1965,2,1
"437",1965-03-12,1965,6,1
"438",1965-03-13,1965,5,1
"439",1965-03-14,1965,1,1
"440",1965-03-15,1965,1,1
"441",1965-03-16,1965,18,1
"442",1965-03-17,1965,41,1
"443",1965-03-18,1965,34,1
"444",1965-03-19,1965,94,1
"445",1965-03-20,1965,94,1
"446",1965-03-21,1965,34,1
"447",1965-03-22,1965,71,1
"448",1965-03-23,1965,1,1
"449",1965-03-24,1965,8,0.958333333333333
"450",1965-03-25,1965,6,0.916666666666667
"451",1965-03-26,1965,5,0.875
"452",1965-03-27,1965,3,0.833333333333333
"453",1965-03-28,1965,7,0.791666666666667
"454",1965-03-29,1965,6,0.75
"455",1965-03-30,1965,8,0.708333333333333
"456",1965-03-31,1965,5,0.666666666666667
"457",1965-04-01,1965,5,0.625
"458",1965-04-02,1965,8,0.583333333333333
"459",1965-04-03,1965,65,0.541666666666667
"460",1965-04-04,1965,71,0.5
"461",1965-04-05,1965,99,0.458333333333333
"462",1965-04-06,1965,34,0.416666666666667
"463",1965-04-07,1965,74,0.375
"464",1965-04-08,1965,36,0.333333333333333
"465",1965-04-09,1965,4,0.291666666666667
"466",1965-04-10,1965,5,0.25
"467",1965-04-11,1965,6,0.208333333333333
"468",1965-04-12,1965,2,0.166666666666667
"469",1965-04-13,1965,9,0.125
"470",1965-04-14,1965,9,0.0833333333333334
"471",1965-04-15,1965,1,0.0416666666666666
"472",1965-04-16,1965,0,0
"473",1965-04-17,1965,9,0.0714285714285714
"474",1965-04-18,1965,2,0.142857142857143
"475",1965-04-19,1965,7,0.214285714285714
"476",1965-04-20,1965,4,0.285714285714286
"477",1965-04-21,1965,7,0.357142857142857
"478",1965-04-22,1965,5,0.428571428571429
"479",1965-04-23,1965,9,0.5
"480",1965-04-24,1965,5,0.571428571428571
"481",1965-04-25,1965,3,0.642857142857143
"482",1965-04-26,1965,7,0.714285714285714
"483",1965-04-27,1965,7,0.785714285714286
"484",1965-04-28,1965,6,0.857142857142857
"485",1965-04-29,1965,3,0.928571428571429
"486",1965-04-30,1965,1,1
"487",1965-05-01,1965,7,1
"488",1965-05-02,1965,5,1
"489",1965-05-03,1965,5,1
"490",1965-05-04,1965,5,1
"491",1965-05-05,1965,7,1
"492",1965-05-06,1965,5,1
"493",1965-05-07,1965,4,1
"494",1965-05-08,1965,6,1
"495",1965-05-09,1965,9,1
"496",1965-05-10,1965,9,1
"497",1965-05-11,1965,2,1
"498",1965-05-12,1965,6,1
"499",1965-05-13,1965,8,1
"500",1965-05-14,1965,1,1
"501",1965-05-15,1965,1,1
"502",1965-05-16,1965,65,1
"503",1965-05-17,1965,24,1
"504",1965-05-18,1965,94,1
"505",1965-05-19,1965,17,1
"506",1965-05-20,1965,17,1
"507",1965-05-21,1965,77,1
"508",1965-05-22,1965,1,1
"509",1965-05-23,1965,5,1
"510",1965-05-24,1965,5,1
"511",1965-05-25,1965,1,1
"512",1965-05-26,1965,5,1
"513",1965-05-27,1965,9,1
"514",1965-05-28,1965,9,1
"515",1965-05-29,1965,6,1
"516",1965-05-30,1965,2,1
"517",1965-05-31,1965,5,1
"518",1965-06-01,1965,6,1
"519",1965-06-02,1965,1,1
"520",1965-06-03,1965,7,1
"521",1965-06-04,1965,4,1
"522",1965-06-05,1965,1,1
"523",1965-06-06,1965,5,1
"524",1965-06-07,1965,9,1
"525",1965-06-08,1965,9,1
"526",1965-06-09,1965,2,1
"527",1965-06-10,1965,1,1
"528",1965-06-11,1965,9,0.9
"529",1965-06-12,1965,2,0.8
"530",1965-06-13,1965,5,0.7
"531",1965-06-14,1965,9,0.6
"532",1965-06-15,1965,3,0.5
"533",1965-06-16,1965,6,0.4
"534",1965-06-17,1965,4,0.3
"535",1965-06-18,1965,3,0.2
"536",1965-06-19,1965,3,0.1
"537",1965-06-20,1965,0,0
"538",1965-06-21,1965,0,0
"539",1965-06-22,1965,1,0
"540",1965-06-23,1965,9,0
"541",1965-06-24,1965,0,0
"542",1965-06-25,1965,89,0
"543",1965-06-26,1965,24,0
"544",1965-06-27,1965,54,0
"545",1965-06-28,1965,64,0
"546",1965-06-29,1965,81,0
"547",1965-06-30,1965,14,0
"548",1965-07-01,1965,83,0
"549",1965-07-02,1965,14,0
"550",1965-07-03,1965,99,0
"551",1965-07-04,1965,18,0
"552",1965-07-05,1965,1,0
"553",1965-07-06,1965,0,0
"554",1965-07-07,1965,4,0
"555",1965-07-08,1965,5,0
"556",1965-07-09,1965,5,0
"557",1965-07-10,1965,8,0
"558",1965-07-11,1965,2,0
"559",1965-07-12,1965,1,0
"560",1965-07-13,1965,0,0
"561",1965-07-14,1965,71,1.11111111111111
"562",1965-07-15,1965,17,2.22222222222222
"563",1965-07-16,1965,30,3.33333333333333
"564",1965-07-17,1965,67,4.44444444444444
"565",1965-07-18,1965,14,5.55555555555556
"566",1965-07-19,1965,83,6.66666666666667
"567",1965-07-20,1965,38,7.77777777777778
"568",1965-07-21,1965,24,8.88888888888889
"569",1965-07-22,1965,10,10
"570",1965-07-23,1965,24,8.88888888888889
"571",1965-07-24,1965,53,7.77777777777778
"572",1965-07-25,1965,10,6.66666666666667
"573",1965-07-26,1965,10,5.55555555555556
"574",1965-07-27,1965,67,4.44444444444444
"575",1965-07-28,1965,53,3.33333333333333
"576",1965-07-29,1965,71,2.22222222222222
"577",1965-07-30,1965,23,1.11111111111111
"578",1965-07-31,1965,0,0
"579",1965-08-01,1965,23,0
"580",1965-08-02,1965,1,0
"581",1965-08-03,1965,9,0
"582",1965-08-04,1965,1,0
"583",1965-08-05,1965,1,0
"584",1965-08-06,1965,34,0
"585",1965-08-07,1965,98,0
"586",1965-08-08,1965,84,0
"587",1965-08-09,1965,23,0
"588",1965-08-10,1965,0,0
"589",1965-08-11,1965,84,0
"590",1965-08-12,1965,0,0
"591",1965-08-13,1965,69,0
"592",1965-08-14,1965,59,0
"593",1965-08-15,1965,69,0
"594",1965-08-16,1965,79,0
"595",1965-08-17,1965,0,0
"596",1965-08-18,1965,79,0.733333333333333
"597",1965-08-19,1965,59,1.46666666666667
"598",1965-08-20,1965,59,2.2
"599",1965-08-21,1965,40,2.93333333333333
"600",1965-08-22,1965,22,3.66666666666667
"601",1965-08-23,1965,22,4.4
"602",1965-08-24,1965,97,5.13333333333333
"603",1965-08-25,1965,47,5.86666666666667
"604",1965-08-26,1965,71,6.6
"605",1965-08-27,1965,90,7.33333333333333
"606",1965-08-28,1965,59,8.06666666666667
"607",1965-08-29,1965,59,8.8
"608",1965-08-30,1965,40,9.53333333333333
"609",1965-08-31,1965,31,10.2666666666667
"610",1965-09-01,1965,11,11
"611",1965-09-02,1965,34,10.3333333333333
"612",1965-09-03,1965,69,9.66666666666667
"613",1965-09-04,1965,50,9
"614",1965-09-05,1965,31,8.33333333333333
"615",1965-09-06,1965,14,7.66666666666667
"616",1965-09-07,1965,50,7
"617",1965-09-08,1965,40,6.33333333333333
"618",1965-09-09,1965,22,5.66666666666667
"619",1965-09-10,1965,5,5
"620",1965-09-11,1965,40,5
"621",1965-09-12,1965,84,5
"622",1965-09-13,1965,90,5
"623",1965-09-14,1965,59,5
"624",1965-09-15,1965,40,5
"625",1965-09-16,1965,22,5
"626",1965-09-17,1965,89,5
"627",1965-09-18,1965,97,5
"628",1965-09-19,1965,5,5
"629",1965-09-20,1965,24,5
"630",1965-09-21,1965,23,5
"631",1965-09-22,1965,40,5
"632",1965-09-23,1965,14,5
"633",1965-09-24,1965,14,5
"634",1965-09-25,1965,59,5
"635",1965-09-26,1965,31,5
"636",1965-09-27,1965,34,5
"637",1965-09-28,1965,34,5
"638",1965-09-29,1965,98,5
"639",1965-09-30,1965,97,5
"640",1965-10-01,1966,22,5
"641",1965-10-02,1966,40,5
"642",1965-10-03,1966,22,5
"643",1965-10-04,1966,14,5
"644",1965-10-05,1966,5,5
"645",1965-10-06,1966,5,5
"646",1965-10-07,1966,5,5
"647",1965-10-08,1966,5,5
"648",1965-10-09,1966,5,5
"649",1965-10-10,1966,97,18.8
"650",1965-10-11,1966,89,23.4
"651",1965-10-12,1966,82,28
"652",1965-10-13,1966,47,32.6
"653",1965-10-14,1966,82,37.2
"654",1965-10-15,1966,82,41.8
"655",1965-10-16,1966,82,46.4
"656",1965-10-17,1966,74,51
"657",1965-10-18,1966,74,55.6
"658",1965-10-19,1966,74,60.2
"659",1965-10-20,1966,82,64.8
"660",1965-10-21,1966,74,69.4
"661",1965-10-22,1966,74,74
"662",1965-10-23,1966,82,69.8888888888889
"663",1965-10-24,1966,82,65.7777777777778
"664",1965-10-25,1966,74,61.6666666666667
"665",1965-10-26,1966,82,57.5555555555556
"666",1965-10-27,1966,82,53.4444444444444
"667",1965-10-28,1966,74,49.3333333333333
"668",1965-10-29,1966,82,45.2222222222222
"669",1965-10-30,1966,89,41.1111111111111
"670",1965-10-31,1966,82,37
"671",1965-11-01,1966,89,32.8888888888889
"672",1965-11-02,1966,5,5
"673",1965-11-03,1966,5,5
"674",1965-11-04,1966,31,20.5555555555556
"675",1965-11-05,1966,94,16.4444444444444
"676",1965-11-06,1966,65,12.3333333333333
"677",1965-11-07,1966,98,8.22222222222223
"678",1965-11-08,1966,71,4.11111111111111
"679",1965-11-09,1966,0,0
"680",1965-11-10,1966,97,0
"681",1965-11-11,1966,7,0
"682",1965-11-12,1966,9,0
"683",1965-11-13,1966,2,0
"684",1965-11-14,1966,4,0
"685",1965-11-15,1966,6,0
"686",1965-11-16,1966,0,0
"687",1965-11-17,1966,79,0
"688",1965-11-18,1966,4,0
"689",1965-11-19,1966,0,0
"690",1965-11-20,1966,2,0
"691",1965-11-21,1966,9,0
"692",1965-11-22,1966,6,0
"693",1965-11-23,1966,2,0
"694",1965-11-24,1966,9,0
"695",1965-11-25,1966,2,0
"696",1965-11-26,1966,7,0
"697",1965-11-27,1966,6,0
"698",1965-11-28,1966,5,0
"699",1965-11-29,1966,8,0
"700",1965-11-30,1966,1,0
"701",1965-12-01,1966,5,0
"702",1965-12-02,1966,0,0
"703",1965-12-03,1966,6,0
"704",1965-12-04,1966,9,0
"705",1965-12-05,1966,8,0
"706",1965-12-06,1966,3,0
"707",1965-12-07,1966,3,0
"708",1965-12-08,1966,0,0
"709",1965-12-09,1966,0,0
"710",1965-12-10,1966,5,0
"711",1965-12-11,1966,0,0
"712",1965-12-12,1966,1,0.0833333333333333
"713",1965-12-13,1966,7,0.166666666666667
"714",1965-12-14,1966,9,0.25
"715",1965-12-15,1966,4,0.333333333333333
"716",1965-12-16,1966,2,0.416666666666667
"717",1965-12-17,1966,1,0.5
"718",1965-12-18,1966,4,0.583333333333333
"719",1965-12-19,1966,9,0.666666666666667
"720",1965-12-20,1966,5,0.75
"721",1965-12-21,1966,5,0.833333333333333
"722",1965-12-22,1966,8,0.916666666666667
"723",1965-12-23,1966,1,1
"724",1965-12-24,1966,4,1
"725",1965-12-25,1966,3,1
"726",1965-12-26,1966,1,1
"727",1965-12-27,1966,6,1
"728",1965-12-28,1966,9,1
"729",1965-12-29,1966,1,1
"730",1965-12-30,1966,9,1
"731",1965-12-31,1966,9,1
"732",1966-01-01,1966,1,1
"733",1966-01-02,1966,4,0.956521739130435
"734",1966-01-03,1966,5,0.91304347826087
"735",1966-01-04,1966,8,0.869565217391304
