day,month,year,flow,hyear,baseflow,Date
18,8,1968,149,1968,108.3076923076923,1968-08-18
19,8,1968,437,1968,109.61538461538461,1968-08-19
20,8,1968,437,1968,110.92307692307692,1968-08-20
21,8,1968,333,1968,112.23076923076923,1968-08-21
22,8,1968,259,1968,113.53846153846153,1968-08-22
23,8,1968,218,1968,114.84615384615384,1968-08-23
24,8,1968,207,1968,116.15384615384616,1968-08-24
25,8,1968,194,1968,117.46153846153847,1968-08-25
26,8,1968,151,1968,118.76923076923077,1968-08-26
27,8,1968,145,1968,120.07692307692308,1968-08-27
28,8,1968,141,1968,121.38461538461539,1968-08-28
29,8,1968,131,1968,122.6923076923077,1968-08-29
30,8,1968,124,1968,124,1968-08-30
31,8,1968,124,1968,122.4,1968-08-31
1,9,1968,139,1968,120.8,1968-09-01
2,9,1968,139,1968,119.2,1968-09-02
3,9,1968,131,1968,117.6,1968-09-03
4,9,1968,116,1968,116,1968-09-04
5,9,1968,161,1968,116.5,1968-09-05
6,9,1968,348,1968,117,1968-09-06
7,9,1968,266,1968,117.5,1968-09-07
8,9,1968,196,1968,118,1968-09-08
9,9,1968,149,1968,118.5,1968-09-09
10,9,1968,141,1968,119,1968-09-10
11,9,1968,130,1968,119.5,1968-09-11
12,9,1968,120,1968,120,1968-09-12
13,9,1968,126,1968,119,1968-09-13
14,9,1968,122,1968,118,1968-09-14
15,9,1968,124,1968,117,1968-09-15
16,9,1968,116,1968,116,1968-09-16
17,9,1968,194,1968,118.82608695652173,1968-09-17
18,9,1968,247,1968,121.65217391304348,1968-09-18
19,9,1968,229,1968,124.47826086956522,1968-09-19
20,9,1968,203,1968,127.30434782608695,1968-09-20
21,9,1968,194,1968,130.1304347826087,1968-09-21
22,9,1968,222,1968,132.95652173913044,1968-09-22
23,9,1968,1017,1968,135.7826086956522,1968-09-23
24,9,1968,1003,1968,138.6086956521739,1968-09-24
25,9,1968,1003,1968,141.43478260869566,1968-09-25
26,9,1968,823,1968,144.26086956521738,1968-09-26
27,9,1968,571,1968,147.08695652173913,1968-09-27
28,9,1968,448,1968,149.91304347826087,1968-09-28
29,9,1968,348,1968,152.73913043478262,1968-09-29
30,9,1968,346,1968,155.56521739130434,1968-09-30
1,10,1968,415,1968,158.3913043478261,1968-10-01
2,10,1968,348,1968,161.2173913043478,1968-10-02
3,10,1968,306,1968,164.04347826086956,1968-10-03
4,10,1968,282,1968,166.8695652173913,1968-10-04
5,10,1968,247,1968,169.69565217391306,1968-10-05
6,10,1968,220,1968,172.52173913043478,1968-10-06
7,10,1968,203,1968,175.3478260869565,1968-10-07
8,10,1968,190,1968,178.17391304347825,1968-10-08
9,10,1968,181,1968,181,1968-10-09
10,10,1968,229,1968,177.88,1968-10-10
11,10,1968,289,1968,174.76,1968-10-11
12,10,1968,234,1968,171.64,1968-10-12
13,10,1968,203,1968,168.52,1968-10-13
14,10,1968,179,1968,165.4,1968-10-14
15,10,1968,161,1968,161,1968-10-15
16,10,1968,163,1968,159.16,1968-10-16
17,10,1968,169,1968,156.04,1968-10-17
18,10,1968,157,1968,152.92000000000002,1968-10-18
19,10,1968,147,1968,147,1968-10-19
20,10,1968,147,1968,146.68,1968-10-20
21,10,1968,130,1968,130,1968-10-21
22,10,1968,130,1968,130,1968-10-22
23,10,1968,131,1968,131,1968-10-23
24,10,1968,130,1968,130,1968-10-24
25,10,1968,128,1968,128,1968-10-25
26,10,1968,124,1968,124,1968-10-26
27,10,1968,124,1968,124,1968-10-27
28,10,1968,116,1968,116,1968-10-28
29,10,1968,115,1968,115,1968-10-29
30,10,1968,115,1968,115,1968-10-30
31,10,1968,116,1968,112.36,1968-10-31
1,11,1968,126,1968,109.24,1968-11-01
2,11,1968,109,1968,106.12,1968-11-02
3,11,1968,103,1968,103,1968-11-03
4,11,1968,111,1968,111,1968-11-04
5,11,1968,188,1968,118.5,1968-11-05
6,11,1968,280,1968,126,1968-11-06
7,11,1968,292,1968,133.5,1968-11-07
8,11,1968,261,1968,141,1968-11-08
9,11,1968,252,1968,148.5,1968-11-09
10,11,1968,266,1968,156,1968-11-10
11,11,1968,306,1968,163.5,1968-11-11
12,11,1968,301,1968,171,1968-11-12
13,11,1968,266,1968,178.5,1968-11-13
14,11,1968,229,1968,186,1968-11-14
15,11,1968,207,1968,193.5,1968-11-15
16,11,1968,201,1968,201,1968-11-16
17,11,1968,333,1968,199.66666666666666,1968-11-17
18,11,1968,697,1968,198.33333333333334,1968-11-18
19,11,1968,1139,1968,197,1968-11-19
20,11,1968,1037,1968,195.66666666666666,1968-11-20
21,11,1968,905,1968,194.33333333333334,1968-11-21
22,11,1968,753,1968,193,1968-11-22
23,11,1968,565,1968,191.66666666666666,1968-11-23
24,11,1968,486,1968,190.33333333333334,1968-11-24
25,11,1968,415,1968,189,1968-11-25
26,11,1968,384,1968,187.66666666666666,1968-11-26
27,11,1968,363,1968,186.33333333333334,1968-11-27
28,11,1968,333,1968,185,1968-11-28
29,11,1968,328,1968,183.66666666666666,1968-11-29
30,11,1968,299,1968,182.33333333333334,1968-11-30
1,12,1968,273,1968,181,1968-12-01
2,12,1968,259,1968,179.66666666666666,1968-12-02
3,12,1968,245,1968,178.33333333333334,1968-12-03
4,12,1968,229,1968,177,1968-12-04
5,12,1968,214,1968,175.66666666666666,1968-12-05
6,12,1968,205,1968,174.33333333333334,1968-12-06
7,12,1968,198,1968,173,1968-12-07
8,12,1968,192,1968,171.66666666666666,1968-12-08
9,12,1968,177,1968,170.33333333333334,1968-12-09
10,12,1968,186,1968,169,1968-12-10
11,12,1968,181,1968,167.66666666666666,1968-12-11
12,12,1968,181,1968,166.33333333333334,1968-12-12
13,12,1968,165,1968,165,1968-12-13
14,12,1968,161,1968,161,1968-12-14
15,12,1968,155,1968,155,1968-12-15
16,12,1968,153,1968,153,1968-12-16
17,12,1968,153,1968,153,1968-12-17
18,12,1968,173,1968,153.1904761904762,1968-12-18
19,12,1968,929,1968,153.28571428571428,1968-12-19
20,12,1968,1030,1968,153.38095238095238,1968-12-20
21,12,1968,700,1968,153.47619047619048,1968-12-21
22,12,1968,537,1968,153.57142857142858,1968-12-22
23,12,1968,448,1968,153.66666666666666,1968-12-23
24,12,1968,413,1968,153.76190476190476,1968-12-24
25,12,1968,384,1968,153.85714285714286,1968-12-25
26,12,1968,341,1968,153.95238095238096,1968-12-26
27,12,1968,308,1968,154.04761904761904,1968-12-27
28,12,1968,270,1968,154.14285714285714,1968-12-28
29,12,1968,252,1968,154.23809523809524,1968-12-29
30,12,1968,229,1968,154.33333333333334,1968-12-30
31,12,1968,220,1968,154.42857142857142,1968-12-31
1,1,1969,203,1969,154.52380952380952,1969-01-01
2,1,1969,177,1969,154.61904761904762,1969-01-02
3,1,1969,163,1969,154.71428571428572,1969-01-03
4,1,1969,169,1969,154.8095238095238,1969-01-04
5,1,1969,165,1969,154.9047619047619,1969-01-05
6,1,1969,155,1969,155,1969-01-06
7,1,1969,157,1969,152.66666666666666,1969-01-07
8,1,1969,153,1969,150.33333333333334,1969-01-08
9,1,1969,155,1969,148,1969-01-09
10,1,1969,151,1969,145.66666666666666,1969-01-10
11,1,1969,145,1969,143.33333333333334,1969-01-11
12,1,1969,141,1969,141,1969-01-12
13,1,1969,135,1969,135,1969-01-13
14,1,1969,139,1969,139,1969-01-14
15,1,1969,220,1969,149.14285714285714,1969-01-15
16,1,1969,548,1969,156.21428571428572,1969-01-16
17,1,1969,571,1969,163.28571428571428,1969-01-17
18,1,1969,691,1969,170.35714285714286,1969-01-18
19,1,1969,589,1969,177.42857142857142,1969-01-19
20,1,1969,503,1969,184.5,1969-01-20
21,1,1969,442,1969,191.57142857142856,1969-01-21
22,1,1969,343,1969,198.64285714285714,1969-01-22
23,1,1969,294,1969,205.71428571428572,1969-01-23
24,1,1969,292,1969,212.78571428571428,1969-01-24
25,1,1969,261,1969,219.85714285714283,1969-01-25
26,1,1969,254,1969,226.92857142857144,1969-01-26
27,1,1969,234,1969,234,1969-01-27
28,1,1969,229,1969,227,1969-01-28
29,1,1969,220,1969,220,1969-01-29
30,1,1969,353,1969,219.28571428571428,1969-01-30
31,1,1969,448,1969,218.57142857142858,1969-01-31
1,2,1969,405,1969,217.85714285714286,1969-02-01
2,2,1969,368,1969,217.14285714285714,1969-02-02
3,2,1969,400,1969,216.42857142857142,1969-02-03
4,2,1969,673,1969,215.71428571428572,1969-02-04
5,2,1969,565,1969,215,1969-02-05
6,2,1969,458,1969,214.28571428571428,1969-02-06
7,2,1969,410,1969,213.57142857142858,1969-02-07
8,2,1969,363,1969,212.85714285714286,1969-02-08
9,2,1969,333,1969,212.14285714285714,1969-02-09
10,2,1969,294,1969,211.42857142857142,1969-02-10
11,2,1969,268,1969,210.71428571428572,1969-02-11
12,2,1969,261,1969,210,1969-02-12
13,2,1969,261,1969,209.28571428571428,1969-02-13
14,2,1969,247,1969,208.57142857142858,1969-02-14
15,2,1969,240,1969,207.85714285714286,1969-02-15
16,2,1969,238,1969,207.14285714285714,1969-02-16
17,2,1969,227,1969,206.42857142857142,1969-02-17
18,2,1969,216,1969,205.71428571428572,1969-02-18
19,2,1969,205,1969,205,1969-02-19
20,2,1969,211,1969,211,1969-02-20
21,2,1969,374,1969,225.7058823529412,1969-02-21
22,2,1969,709,1969,236.05882352941177,1969-02-22
23,2,1969,728,1969,246.41176470588235,1969-02-23
24,2,1969,759,1969,256.7647058823529,1969-02-24
25,2,1969,909,1969,267.11764705882354,1969-02-25
26,2,1969,862,1969,277.47058823529414,1969-02-26
27,2,1969,814,1969,287.8235294117647,1969-02-27
28,2,1969,798,1969,298.1764705882353,1969-02-28
1,3,1969,703,1969,308.52941176470586,1969-03-01
2,3,1969,618,1969,318.88235294117646,1969-03-02
3,3,1969,565,1969,329.2352941176471,1969-03-03
4,3,1969,531,1969,339.5882352941176,1969-03-04
5,3,1969,486,1969,349.94117647058823,1969-03-05
6,3,1969,448,1969,360.2941176470588,1969-03-06
7,3,1969,415,1969,370.6470588235294,1969-03-07
8,3,1969,381,1969,381,1969-03-08
9,3,1969,368,1969,368,1969-03-09
10,3,1969,358,1969,358,1969-03-10
11,3,1969,368,1969,366.15384615384613,1969-03-11
12,3,1969,394,1969,374.3076923076923,1969-03-12
13,3,1969,483,1969,382.46153846153845,1969-03-13
14,3,1969,666,1969,390.61538461538464,1969-03-14
15,3,1969,810,1969,398.7692307692308,1969-03-15
16,3,1969,915,1969,406.9230769230769,1969-03-16
17,3,1969,942,1969,415.0769230769231,1969-03-17
18,3,1969,882,1969,423.2307692307692,1969-03-18
19,3,1969,814,1969,431.38461538461536,1969-03-19
20,3,1969,682,1969,439.53846153846155,1969-03-20
21,3,1969,586,1969,447.6923076923077,1969-03-21
22,3,1969,514,1969,455.84615384615387,1969-03-22
23,3,1969,464,1969,464,1969-03-23
24,3,1969,429,1969,429,1969-03-24
25,3,1969,486,1969,441.55555555555554,1969-03-25
26,3,1969,522,1969,430.3333333333333,1969-03-26
27,3,1969,577,1969,419.1111111111111,1969-03-27
28,3,1969,542,1969,407.8888888888889,1969-03-28
29,3,1969,480,1969,396.6666666666667,1969-03-29
30,3,1969,431,1969,385.44444444444446,1969-03-30
31,3,1969,379,1969,374.22222222222223,1969-03-31
1,4,1969,363,1969,363,1969-04-01
2,4,1969,374,1969,360.27272727272725,1969-04-02
3,4,1969,410,1969,357.54545454545456,1969-04-03
4,4,1969,418,1969,354.8181818181818,1969-04-04
5,4,1969,397,1969,352.09090909090907,1969-04-05
6,4,1969,402,1969,349.3636363636364,1969-04-06
7,4,1969,384,1969,346.6363636363636,1969-04-07
8,4,1969,389,1969,343.90909090909093,1969-04-08
9,4,1969,381,1969,341.1818181818182,1969-04-09
10,4,1969,368,1969,338.45454545454544,1969-04-10
11,4,1969,343,1969,335.72727272727275,1969-04-11
12,4,1969,333,1969,333,1969-04-12
13,4,1969,368,1969,329.6,1969-04-13
14,4,1969,601,1969,326.2,1969-04-14
15,4,1969,551,1969,322.8,1969-04-15
16,4,1969,497,1969,319.4,1969-04-16
17,4,1969,464,1969,316,1969-04-17
18,4,1969,448,1969,312.6,1969-04-18
19,4,1969,415,1969,309.2,1969-04-19
20,4,1969,379,1969,305.8,1969-04-20
21,4,1969,328,1969,302.4,1969-04-21
22,4,1969,299,1969,299,1969-04-22
23,4,1969,318,1969,318,1969-04-23
24,4,1969,592,1969,316.63157894736844,1969-04-24
25,4,1969,531,1969,315.2631578947368,1969-04-25
26,4,1969,464,1969,313.89473684210526,1969-04-26
27,4,1969,458,1969,312.5263157894737,1969-04-27
28,4,1969,469,1969,311.1578947368421,1969-04-28
29,4,1969,472,1969,309.7894736842105,1969-04-29
30,4,1969,464,1969,308.42105263157896,1969-04-30
1,5,1969,442,1969,307.0526315789474,1969-05-01
2,5,1969,407,1969,305.6842105263158,1969-05-02
3,5,1969,381,1969,304.3157894736842,1969-05-03
4,5,1969,376,1969,302.9473684210526,1969-05-04
5,5,1969,363,1969,301.57894736842104,1969-05-05
6,5,1969,351,1969,300.2105263157895,1969-05-06
7,5,1969,338,1969,298.8421052631579,1969-05-07
8,5,1969,363,1969,297.4736842105263,1969-05-08
9,5,1969,368,1969,296.10526315789474,1969-05-09
10,5,1969,353,1969,294.7368421052632,1969-05-10
11,5,1969,328,1969,293.36842105263156,1969-05-11
12,5,1969,292,1969,292,1969-05-12
13,5,1969,277,1969,277,1969-05-13
14,5,1969,275,1969,275,1969-05-14
15,5,1969,275,1969,275,1969-05-15
16,5,1969,273,1969,271.2,1969-05-16
17,5,1969,266,1969,266,1969-05-17
18,5,1969,256,1969,255.5,1969-05-18
19,5,1969,245,1969,245,1969-05-19
20,5,1969,817,1969,245.30769230769232,1969-05-20
21,5,1969,1342,1969,245.6153846153846,1969-05-21
22,5,1969,929,1969,245.92307692307693,1969-05-22
23,5,1969,663,1969,246.23076923076923,1969-05-23
24,5,1969,520,1969,246.53846153846155,1969-05-24
25,5,1969,434,1969,246.84615384615384,1969-05-25
26,5,1969,379,1969,247.15384615384616,1969-05-26
27,5,1969,343,1969,247.46153846153845,1969-05-27
28,5,1969,323,1969,247.76923076923077,1969-05-28
29,5,1969,294,1969,248.07692307692307,1969-05-29
30,5,1969,282,1969,248.3846153846154,1969-05-30
31,5,1969,268,1969,248.69230769230768,1969-05-31
1,6,1969,249,1969,249,1969-06-01
2,6,1969,236,1969,236,1969-06-02
3,6,1969,234,1969,234,1969-06-03
4,6,1969,227,1969,227,1969-06-04
5,6,1969,270,1969,224.67741935483872,1969-06-05
6,6,1969,542,1969,222.3548387096774,1969-06-06
7,6,1969,969,1969,220.03225806451613,1969-06-07
8,6,1969,1128,1969,217.70967741935485,1969-06-08
9,6,1969,849,1969,215.38709677419354,1969-06-09
10,6,1969,606,1969,213.06451612903226,1969-06-10
11,6,1969,480,1969,210.74193548387098,1969-06-11
12,6,1969,439,1969,208.4193548387097,1969-06-12
13,6,1969,402,1969,206.09677419354838,1969-06-13
14,6,1969,376,1969,203.7741935483871,1969-06-14
15,6,1969,338,1969,201.4516129032258,1969-06-15
16,6,1969,321,1969,199.1290322580645,1969-06-16
17,6,1969,306,1969,196.80645161290323,1969-06-17
18,6,1969,301,1969,194.48387096774195,1969-06-18
19,6,1969,287,1969,192.16129032258064,1969-06-19
20,6,1969,282,1969,189.83870967741936,1969-06-20
21,6,1969,275,1969,187.51612903225805,1969-06-21
22,6,1969,252,1969,185.19354838709677,1969-06-22
23,6,1969,234,1969,182.8709677419355,1969-06-23
24,6,1969,234,1969,180.5483870967742,1969-06-24
25,6,1969,214,1969,178.2258064516129,1969-06-25
26,6,1969,220,1969,175.90322580645162,1969-06-26
27,6,1969,229,1969,173.5806451612903,1969-06-27
28,6,1969,211,1969,171.25806451612902,1969-06-28
29,6,1969,198,1969,168.93548387096774,1969-06-29
30,6,1969,188,1969,166.61290322580646,1969-06-30
1,7,1969,173,1969,164.29032258064515,1969-07-01
2,7,1969,177,1969,161.96774193548387,1969-07-02
3,7,1969,177,1969,159.6451612903226,1969-07-03
4,7,1969,165,1969,157.32258064516128,1969-07-04
5,7,1969,155,1969,155,1969-07-05
6,7,1969,157,1969,154,1969-07-06
7,7,1969,153,1969,153,1969-07-07
8,7,1969,203,1969,152.26315789473685,1969-07-08
9,7,1969,437,1969,151.52631578947367,1969-07-09
10,7,1969,351,1969,150.78947368421052,1969-07-10
11,7,1969,601,1969,150.05263157894737,1969-07-11
12,7,1969,453,1969,149.31578947368422,1969-07-12
13,7,1969,338,1969,148.57894736842104,1969-07-13
14,7,1969,273,1969,147.8421052631579,1969-07-14
15,7,1969,243,1969,147.10526315789474,1969-07-15
16,7,1969,216,1969,146.3684210526316,1969-07-16
17,7,1969,192,1969,145.6315789473684,1969-07-17
18,7,1969,190,1969,144.89473684210526,1969-07-18
19,7,1969,194,1969,144.1578947368421,1969-07-19
20,7,1969,192,1969,143.42105263157896,1969-07-20
21,7,1969,163,1969,142.68421052631578,1969-07-21
22,7,1969,161,1969,141.94736842105263,1969-07-22
23,7,1969,157,1969,141.21052631578948,1969-07-23
24,7,1969,157,1969,140.4736842105263,1969-07-24
25,7,1969,153,1969,139.73684210526315,1969-07-25
26,7,1969,139,1969,139,1969-07-26
27,7,1969,139,1969,138,1969-07-27
28,7,1969,137,1969,137,1969-07-28
29,7,1969,141,1969,138.5,1969-07-29
30,7,1969,147,1969,140,1969-07-30
31,7,1969,153,1969,141.5,1969-07-31
1,8,1969,203,1969,143,1969-08-01
2,8,1969,275,1969,144.5,1969-08-02
3,8,1969,198,1969,146,1969-08-03
4,8,1969,157,1969,147.5,1969-08-04
5,8,1969,149,1969,149,1969-08-05
6,8,1969,149,1969,147,1969-08-06
7,8,1969,145,1969,145,1969-08-07
8,8,1969,167,1969,144.5,1969-08-08
9,8,1969,167,1969,144,1969-08-09
10,8,1969,151,1969,143.5,1969-08-10
11,8,1969,143,1969,143,1969-08-11
12,8,1969,167,1969,144.2,1969-08-12
13,8,1969,147,1969,145.4,1969-08-13
14,8,1969,147,1969,146.6,1969-08-14
15,8,1969,143,1969,143,1969-08-15
16,8,1969,149,1969,149,1969-08-16
17,8,1969,243,1969,150.6,1969-08-17
18,8,1969,287,1969,152.2,1969-08-18
19,8,1969,177,1969,153.8,1969-08-19
20,8,1969,186,1969,155.4,1969-08-20
21,8,1969,157,1969,157,1969-08-21
22,8,1969,328,1969,159.16666666666666,1969-08-22
23,8,1969,1128,1969,161.33333333333334,1969-08-23
24,8,1969,1132,1969,163.5,1969-08-24
25,8,1969,955,1969,165.66666666666666,1969-08-25
26,8,1969,1203,1969,167.83333333333334,1969-08-26
27,8,1969,1179,1969,170,1969-08-27
28,8,1969,972,1969,172.16666666666666,1969-08-28
29,8,1969,849,1969,174.33333333333334,1969-08-29
30,8,1969,697,1969,176.5,1969-08-30
31,8,1969,554,1969,178.66666666666666,1969-08-31
1,9,1969,458,1969,180.83333333333334,1969-09-01
2,9,1969,394,1969,183,1969-09-02
3,9,1969,348,1969,185.16666666666666,1969-09-03
4,9,1969,318,1969,187.33333333333334,1969-09-04
5,9,1969,308,1969,189.5,1969-09-05
6,9,1969,353,1969,191.66666666666666,1969-09-06
7,9,1969,313,1969,193.83333333333334,1969-09-07
8,9,1969,277,1969,196,1969-09-08
9,9,1969,247,1969,198.16666666666666,1969-09-09
10,9,1969,243,1969,200.33333333333334,1969-09-10
11,9,1969,229,1969,202.5,1969-09-11
12,9,1969,229,1969,204.66666666666666,1969-09-12
13,9,1969,218,1969,206.83333333333334,1969-09-13
14,9,1969,209,1969,209,1969-09-14
15,9,1969,229,1969,229,1969-09-15
16,9,1969,648,1969,225.44827586206895,1969-09-16
17,9,1969,577,1969,221.89655172413794,1969-09-17
18,9,1969,503,1969,218.3448275862069,1969-09-18
19,9,1969,492,1969,214.79310344827587,1969-09-19
20,9,1969,542,1969,211.24137931034483,1969-09-20
21,9,1969,458,1969,207.68965517241378,1969-09-21
22,9,1969,384,1969,204.13793103448276,1969-09-22
23,9,1969,353,1969,200.58620689655172,1969-09-23
24,9,1969,299,1969,197.0344827586207,1969-09-24
25,9,1969,252,1969,193.48275862068965,1969-09-25
26,9,1969,238,1969,189.9310344827586,1969-09-26
27,9,1969,231,1969,186.3793103448276,1969-09-27
28,9,1969,216,1969,182.82758620689654,1969-09-28
29,9,1969,196,1969,179.27586206896552,1969-09-29
30,9,1969,194,1969,175.72413793103448,1969-09-30
1,10,1969,190,1969,172.17241379310346,1969-10-01
2,10,1969,186,1969,168.6206896551724,1969-10-02
3,10,1969,194,1969,165.0689655172414,1969-10-03
4,10,1969,171,1969,161.51724137931035,1969-10-04
5,10,1969,169,1969,157.9655172413793,1969-10-05
6,10,1969,151,1969,151,1969-10-06
7,10,1969,161,1969,150.86206896551724,1969-10-07
8,10,1969,149,1969,147.31034482758622,1969-10-08
9,10,1969,149,1969,143.75862068965517,1969-10-09
10,10,1969,147,1969,140.20689655172413,1969-10-10
11,10,1969,143,1969,136.65517241379308,1969-10-11
12,10,1969,137,1969,133.1034482758621,1969-10-12
13,10,1969,130,1969,129.55172413793105,1969-10-13
14,10,1969,126,1969,126,1969-10-14
15,10,1969,128,1969,125.2,1969-10-15
16,10,1969,128,1969,124.4,1969-10-16
17,10,1969,126,1969,123.6,1969-10-17
18,10,1969,126,1969,122.8,1969-10-18
19,10,1969,122,1969,122,1969-10-19
20,10,1969,116,1969,116,1969-10-20
21,10,1969,120,1969,116,1969-10-21
22,10,1969,120,1969,116,1969-10-22
23,10,1969,118,1969,116,1969-10-23
24,10,1969,116,1969,116,1969-10-24
25,10,1969,118,1969,116,1969-10-25
26,10,1969,126,1969,116,1969-10-26
27,10,1969,122,1969,116,1969-10-27
28,10,1969,118,1969,116,1969-10-28
29,10,1969,116,1969,116,1969-10-29
30,10,1969,113,1969,113,1969-10-30
31,10,1969,115,1969,112.4,1969-10-31
1,11,1969,116,1969,110.6,1969-11-01
2,11,1969,111,1969,108.8,1969-11-02
3,11,1969,107,1969,107,1969-11-03
4,11,1969,104,1969,104,1969-11-04
5,11,1969,107,1969,105.8,1969-11-05
6,11,1969,107,1969,107,1969-11-06
7,11,1969,107,1969,107,1969-11-07
8,11,1969,107,1969,107,1969-11-08
9,11,1969,113,1969,113,1969-11-09
10,11,1969,124,1969,124,1969-11-10
11,11,1969,143,1969,143,1969-11-11
12,11,1969,145,1969,145,1969-11-12
13,11,1969,145,1969,145,1969-11-13
14,11,1969,431,1969,194.42857142857144,1969-11-14
15,11,1969,1100,1969,210.71428571428572,1969-11-15
16,11,1969,1228,1969,227,1969-11-16
17,11,1969,747,1969,243.28571428571428,1969-11-17
18,11,1969,604,1969,259.57142857142856,1969-11-18
19,11,1969,645,1969,275.8571428571429,1969-11-19
20,11,1969,537,1969,292.1428571428571,1969-11-20
21,11,1969,439,1969,308.42857142857144,1969-11-21
22,11,1969,376,1969,324.7142857142857,1969-11-22
23,11,1969,341,1969,341,1969-11-23
24,11,1969,313,1969,313,1969-11-24
25,11,1969,368,1969,309.8235294117647,1969-11-25
26,11,1969,636,1969,306.6470588235294,1969-11-26
27,11,1969,969,1969,303.47058823529414,1969-11-27
28,11,1969,766,1969,300.29411764705884,1969-11-28
29,11,1969,624,1969,297.11764705882354,1969-11-29
30,11,1969,537,1969,293.94117647058823,1969-11-30
1,12,1969,486,1969,290.7647058823529,1969-12-01
2,12,1969,431,1969,287.5882352941176,1969-12-02
3,12,1969,394,1969,284.4117647058824,1969-12-03
4,12,1969,356,1969,281.2352941176471,1969-12-04
5,12,1969,343,1969,278.05882352941177,1969-12-05
6,12,1969,328,1969,274.88235294117646,1969-12-06
7,12,1969,316,1969,271.70588235294116,1969-12-07
8,12,1969,289,1969,268.52941176470586,1969-12-08
9,12,1969,289,1969,265.3529411764706,1969-12-09
10,12,1969,266,1969,262.1764705882353,1969-12-10
11,12,1969,259,1969,259,1969-12-11
12,12,1969,270,1969,255.42857142857142,1969-12-12
13,12,1969,280,1969,251.85714285714286,1969-12-13
14,12,1969,261,1969,248.28571428571428,1969-12-14
15,12,1969,254,1969,244.71428571428572,1969-12-15
16,12,1969,261,1969,241.14285714285714,1969-12-16
17,12,1969,256,1969,237.57142857142858,1969-12-17
18,12,1969,234,1969,234,1969-12-18
19,12,1969,247,1969,231.3,1969-12-19
20,12,1969,333,1969,228.6,1969-12-20
21,12,1969,326,1969,225.9,1969-12-21
22,12,1969,284,1969,223.2,1969-12-22
23,12,1969,261,1969,220.5,1969-12-23
24,12,1969,256,1969,217.8,1969-12-24
25,12,1969,240,1969,215.1,1969-12-25
26,12,1969,231,1969,212.4,1969-12-26
27,12,1969,218,1969,209.7,1969-12-27
28,12,1969,207,1969,207,1969-12-28
29,12,1969,201,1969,201,1969-12-29
30,12,1969,201,1969,201,1969-12-30
31,12,1969,198,1969,198,1969-12-31
1,1,1970,196,1970,195,1970-01-01
2,1,1970,192,1970,192,1970-01-02
3,1,1970,186,1970,186,1970-01-03
4,1,1970,190,1970,188.91666666666666,1970-01-04
5,1,1970,203,1970,191.83333333333334,1970-01-05
6,1,1970,722,1970,194.75,1970-01-06
7,1,1970,1253,1970,197.66666666666666,1970-01-07
8,1,1970,949,1970,200.58333333333334,1970-01-08
9,1,1970,691,1970,203.5,1970-01-09
10,1,1970,554,1970,206.41666666666666,1970-01-10
11,1,1970,486,1970,209.33333333333334,1970-01-11
12,1,1970,508,1970,212.25,1970-01-12
13,1,1970,747,1970,215.16666666666666,1970-01-13
14,1,1970,737,1970,218.08333333333331,1970-01-14
15,1,1970,706,1970,221,1970-01-15
16,1,1970,791,1970,223.91666666666666,1970-01-16
17,1,1970,915,1970,226.83333333333334,1970-01-17
18,1,1970,747,1970,229.75,1970-01-18
19,1,1970,589,1970,232.66666666666666,1970-01-19
20,1,1970,492,1970,235.58333333333334,1970-01-20
21,1,1970,426,1970,238.5,1970-01-21
22,1,1970,374,1970,241.41666666666666,1970-01-22
23,1,1970,328,1970,244.33333333333334,1970-01-23
24,1,1970,304,1970,247.25,1970-01-24
25,1,1970,284,1970,250.16666666666666,1970-01-25
26,1,1970,261,1970,253.08333333333334,1970-01-26
27,1,1970,256,1970,256,1970-01-27
28,1,1970,294,1970,257.4,1970-01-28
29,1,1970,333,1970,258.8,1970-01-29
30,1,1970,318,1970,260.2,1970-01-30
31,1,1970,304,1970,261.6,1970-01-31
1,2,1970,263,1970,263,1970-02-01
2,2,1970,240,1970,240,1970-02-02
3,2,1970,238,1970,238,1970-02-03
4,2,1970,243,1970,238.5,1970-02-04
5,2,1970,240,1970,239,1970-02-05
6,2,1970,323,1970,239.5,1970-02-06
7,2,1970,480,1970,240,1970-02-07
8,2,1970,384,1970,240.5,1970-02-08
9,2,1970,318,1970,241,1970-02-09
10,2,1970,328,1970,241.5,1970-02-10
11,2,1970,525,1970,242,1970-02-11
12,2,1970,461,1970,242.5,1970-02-12
13,2,1970,387,1970,243,1970-02-13
14,2,1970,379,1970,243.5,1970-02-14
15,2,1970,381,1970,244,1970-02-15
16,2,1970,363,1970,244.5,1970-02-16
17,2,1970,321,1970,245,1970-02-17
18,2,1970,289,1970,245.5,1970-02-18
19,2,1970,270,1970,246,1970-02-19
20,2,1970,261,1970,246.5,1970-02-20
21,2,1970,247,1970,247,1970-02-21
22,2,1970,238,1970,238,1970-02-22
23,2,1970,311,1970,238.77777777777777,1970-02-23
24,2,1970,394,1970,239.55555555555554,1970-02-24
25,2,1970,374,1970,240.33333333333334,1970-02-25
26,2,1970,338,1970,241.11111111111111,1970-02-26
27,2,1970,308,1970,241.88888888888889,1970-02-27
28,2,1970,287,1970,242.66666666666666,1970-02-28
1,3,1970,261,1970,243.44444444444446,1970-03-01
2,3,1970,266,1970,244.22222222222223,1970-03-02
3,3,1970,245,1970,245,1970-03-03
