day,month,year,flow,hyear,baseflow,Date
24,5,1989,321,1989,184.22222222222223,1989-05-24
25,5,1989,292,1989,183.33333333333334,1989-05-25
26,5,1989,262,1989,182.44444444444446,1989-05-26
27,5,1989,236,1989,181.55555555555554,1989-05-27
28,5,1989,221,1989,180.66666666666666,1989-05-28
29,5,1989,202,1989,179.77777777777777,1989-05-29
30,5,1989,197,1989,178.88888888888889,1989-05-30
31,5,1989,178,1989,178,1989-05-31
1,6,1989,188,1989,187.5,1989-06-01
2,6,1989,197,1989,197,1989-06-02
3,6,1989,248,1989,193.84615384615384,1989-06-03
4,6,1989,304,1989,190.69230769230768,1989-06-04
5,6,1989,336,1989,187.53846153846155,1989-06-05
6,6,1989,306,1989,184.3846153846154,1989-06-06
7,6,1989,272,1989,181.23076923076923,1989-06-07
8,6,1989,248,1989,178.07692307692307,1989-06-08
9,6,1989,225,1989,174.92307692307693,1989-06-09
10,6,1989,215,1989,171.76923076923077,1989-06-10
11,6,1989,200,1989,168.6153846153846,1989-06-11
12,6,1989,186,1989,165.46153846153845,1989-06-12
13,6,1989,175,1989,162.30769230769232,1989-06-13
14,6,1989,172,1989,159.15384615384616,1989-06-14
15,6,1989,156,1989,156,1989-06-15
16,6,1989,156,1989,153,1989-06-16
17,6,1989,162,1989,150,1989-06-17
18,6,1989,147,1989,147,1989-06-18
19,6,1989,150,1989,145.75,1989-06-19
20,6,1989,150,1989,144.5,1989-06-20
21,6,1989,155,1989,143.25,1989-06-21
22,6,1989,142,1989,142,1989-06-22
23,6,1989,153,1989,151.72727272727272,1989-06-23
24,6,1989,281,1989,161.45454545454547,1989-06-24
25,6,1989,398,1989,171.1818181818182,1989-06-25
26,6,1989,319,1989,180.9090909090909,1989-06-26
27,6,1989,261,1989,190.63636363636363,1989-06-27
28,6,1989,239,1989,200.36363636363637,1989-06-28
29,6,1989,306,1989,210.0909090909091,1989-06-29
30,6,1989,402,1989,219.8181818181818,1989-06-30
1,7,1989,314,1989,229.54545454545456,1989-07-01
2,7,1989,266,1989,239.27272727272725,1989-07-02
3,7,1989,249,1989,249,1989-07-03
4,7,1989,955,1989,246.0952380952381,1989-07-04
5,7,1989,1419,1989,243.1904761904762,1989-07-05
6,7,1989,1067,1989,240.28571428571428,1989-07-06
7,7,1989,667,1989,237.38095238095238,1989-07-07
8,7,1989,469,1989,234.47619047619048,1989-07-08
9,7,1989,390,1989,231.57142857142858,1989-07-09
10,7,1989,338,1989,228.66666666666666,1989-07-10
11,7,1989,308,1989,225.76190476190476,1989-07-11
12,7,1989,319,1989,222.85714285714286,1989-07-12
13,7,1989,303,1989,219.95238095238096,1989-07-13
14,7,1989,319,1989,217.04761904761904,1989-07-14
15,7,1989,316,1989,214.14285714285714,1989-07-15
16,7,1989,359,1989,211.23809523809524,1989-07-16
17,7,1989,316,1989,208.33333333333334,1989-07-17
18,7,1989,287,1989,205.42857142857144,1989-07-18
19,7,1989,259,1989,202.52380952380952,1989-07-19
20,7,1989,243,1989,199.61904761904762,1989-07-20
21,7,1989,220,1989,196.71428571428572,1989-07-21
22,7,1989,210,1989,193.8095238095238,1989-07-22
23,7,1989,194,1989,190.9047619047619,1989-07-23
24,7,1989,188,1989,188,1989-07-24
25,7,1989,274,1989,187.28571428571428,1989-07-25
26,7,1989,306,1989,186.57142857142858,1989-07-26
27,7,1989,323,1989,185.85714285714286,1989-07-27
28,7,1989,261,1989,185.14285714285714,1989-07-28
29,7,1989,226,1989,184.42857142857142,1989-07-29
30,7,1989,200,1989,183.71428571428572,1989-07-30
31,7,1989,183,1989,183,1989-07-31
1,8,1989,655,1989,185.625,1989-08-01
2,8,1989,572,1989,188.25,1989-08-02
3,8,1989,379,1989,190.875,1989-08-03
4,8,1989,313,1989,193.5,1989-08-04
5,8,1989,254,1989,196.125,1989-08-05
6,8,1989,238,1989,198.75,1989-08-06
7,8,1989,207,1989,201.375,1989-08-07
8,8,1989,204,1989,204,1989-08-08
9,8,1989,377,1989,199.2,1989-08-09
10,8,1989,414,1989,194.4,1989-08-10
11,8,1989,289,1989,189.6,1989-08-11
12,8,1989,254,1989,184.8,1989-08-12
13,8,1989,217,1989,180,1989-08-13
14,8,1989,197,1989,175.2,1989-08-14
15,8,1989,186,1989,170.4,1989-08-15
16,8,1989,172,1989,165.6,1989-08-16
17,8,1989,159,1989,159,1989-08-17
18,8,1989,156,1989,156,1989-08-18
19,8,1989,165,1989,154.71428571428572,1989-08-19
20,8,1989,262,1989,153.42857142857142,1989-08-20
21,8,1989,197,1989,152.14285714285714,1989-08-21
22,8,1989,175,1989,150.85714285714286,1989-08-22
23,8,1989,158,1989,149.57142857142858,1989-08-23
24,8,1989,153,1989,148.28571428571428,1989-08-24
25,8,1989,147,1989,147,1989-08-25
26,8,1989,156,1989,156,1989-08-26
27,8,1989,183,1989,154.29032258064515,1989-08-27
28,8,1989,552,1989,152.58064516129033,1989-08-28
29,8,1989,984,1989,150.8709677419355,1989-08-29
30,8,1989,595,1989,149.16129032258064,1989-08-30
31,8,1989,419,1989,147.4516129032258,1989-08-31
1,9,1989,324,1989,145.74193548387098,1989-09-01
2,9,1989,282,1989,144.03225806451613,1989-09-02
3,9,1989,289,1989,142.32258064516128,1989-09-03
4,9,1989,448,1989,140.61290322580646,1989-09-04
5,9,1989,386,1989,138.90322580645162,1989-09-05
6,9,1989,335,1989,137.19354838709677,1989-09-06
7,9,1989,291,1989,135.48387096774195,1989-09-07
8,9,1989,257,1989,133.7741935483871,1989-09-08
9,9,1989,226,1989,132.06451612903226,1989-09-09
10,9,1989,213,1989,130.3548387096774,1989-09-10
11,9,1989,196,1989,128.6451612903226,1989-09-11
12,9,1989,191,1989,126.93548387096774,1989-09-12
13,9,1989,196,1989,125.2258064516129,1989-09-13
14,9,1989,200,1989,123.51612903225806,1989-09-14
15,9,1989,199,1989,121.80645161290323,1989-09-15
16,9,1989,175,1989,120.09677419354838,1989-09-16
17,9,1989,165,1989,118.38709677419354,1989-09-17
18,9,1989,148,1989,116.67741935483872,1989-09-18
19,9,1989,150,1989,114.96774193548387,1989-09-19
20,9,1989,136,1989,113.25806451612902,1989-09-20
21,9,1989,128,1989,111.54838709677419,1989-09-21
22,9,1989,127,1989,109.83870967741936,1989-09-22
23,9,1989,118,1989,108.12903225806451,1989-09-23
24,9,1989,118,1989,106.41935483870968,1989-09-24
25,9,1989,108,1989,104.70967741935485,1989-09-25
26,9,1989,103,1989,103,1989-09-26
27,9,1989,105,1989,102.75,1989-09-27
28,9,1989,267,1989,102.5,1989-09-28
29,9,1989,854,1989,102.25,1989-09-29
30,9,1989,705,1989,102,1989-09-30
1,10,1989,453,1989,101.75,1989-10-01
2,10,1989,333,1989,101.5,1989-10-02
3,10,1989,274,1989,101.25,1989-10-03
4,10,1989,239,1989,101,1989-10-04
5,10,1989,215,1989,100.75,1989-10-05
6,10,1989,189,1989,100.5,1989-10-06
7,10,1989,180,1989,100.25,1989-10-07
8,10,1989,208,1989,100,1989-10-08
9,10,1989,191,1989,99.75,1989-10-09
10,10,1989,175,1989,99.5,1989-10-10
11,10,1989,161,1989,99.25,1989-10-11
12,10,1989,155,1989,99,1989-10-12
13,10,1989,147,1989,98.75,1989-10-13
14,10,1989,139,1989,98.5,1989-10-14
15,10,1989,135,1989,98.25,1989-10-15
16,10,1989,130,1989,98,1989-10-16
17,10,1989,127,1989,97.75,1989-10-17
18,10,1989,113,1989,97.5,1989-10-18
19,10,1989,116,1989,97.25,1989-10-19
20,10,1989,110,1989,97,1989-10-20
21,10,1989,109,1989,96.75,1989-10-21
22,10,1989,103,1989,96.5,1989-10-22
23,10,1989,100,1989,96.25,1989-10-23
24,10,1989,96,1989,96,1989-10-24
25,10,1989,93,1989,93,1989-10-25
26,10,1989,90,1989,90,1989-10-26
27,10,1989,94,1989,90.6,1989-10-27
28,10,1989,89,1989,88.8,1989-10-28
29,10,1989,87,1989,87,1989-10-29
30,10,1989,87,1989,86,1989-10-30
31,10,1989,89,1989,85,1989-10-31
1,11,1989,86,1989,84,1989-11-01
2,11,1989,84,1989,83,1989-11-02
3,11,1989,82,1989,82,1989-11-03
4,11,1989,83,1989,83,1989-11-04
5,11,1989,132,1989,85.33333333333333,1989-11-05
6,11,1989,272,1989,87.66666666666667,1989-11-06
7,11,1989,859,1989,90,1989-11-07
8,11,1989,536,1989,92.33333333333333,1989-11-08
9,11,1989,405,1989,94.66666666666667,1989-11-09
10,11,1989,350,1989,97,1989-11-10
11,11,1989,304,1989,99.33333333333333,1989-11-11
12,11,1989,262,1989,101.66666666666666,1989-11-12
13,11,1989,220,1989,104,1989-11-13
14,11,1989,202,1989,106.33333333333334,1989-11-14
15,11,1989,191,1989,108.66666666666667,1989-11-15
16,11,1989,175,1989,111,1989-11-16
17,11,1989,165,1989,113.33333333333333,1989-11-17
18,11,1989,151,1989,115.66666666666666,1989-11-18
19,11,1989,147,1989,118,1989-11-19
20,11,1989,139,1989,120.33333333333333,1989-11-20
21,11,1989,133,1989,122.66666666666666,1989-11-21
22,11,1989,125,1989,125,1989-11-22
23,11,1989,197,1989,123.42857142857143,1989-11-23
24,11,1989,296,1989,121.85714285714286,1989-11-24
25,11,1989,244,1989,120.28571428571429,1989-11-25
26,11,1989,213,1989,118.71428571428571,1989-11-26
27,11,1989,183,1989,117.14285714285714,1989-11-27
28,11,1989,169,1989,115.57142857142857,1989-11-28
29,11,1989,162,1989,114,1989-11-29
30,11,1989,145,1989,112.42857142857143,1989-11-30
1,12,1989,135,1989,110.85714285714286,1989-12-01
2,12,1989,124,1989,109.28571428571429,1989-12-02
3,12,1989,122,1989,107.71428571428571,1989-12-03
4,12,1989,115,1989,106.14285714285714,1989-12-04
5,12,1989,112,1989,104.57142857142857,1989-12-05
6,12,1989,109,1989,103,1989-12-06
7,12,1989,110,1989,101.42857142857143,1989-12-07
8,12,1989,112,1989,99.85714285714286,1989-12-08
9,12,1989,108,1989,98.28571428571428,1989-12-09
10,12,1989,103,1989,96.71428571428572,1989-12-10
11,12,1989,96,1989,95.14285714285714,1989-12-11
12,12,1989,93,1989,93,1989-12-12
13,12,1989,92,1989,92,1989-12-13
14,12,1989,94,1989,94,1989-12-14
15,12,1989,99,1989,94.70370370370371,1989-12-15
16,12,1989,127,1989,95.4074074074074,1989-12-16
17,12,1989,175,1989,96.11111111111111,1989-12-17
18,12,1989,217,1989,96.81481481481481,1989-12-18
19,12,1989,299,1989,97.51851851851852,1989-12-19
20,12,1989,480,1989,98.22222222222223,1989-12-20
21,12,1989,444,1989,98.92592592592592,1989-12-21
22,12,1989,331,1989,99.62962962962963,1989-12-22
23,12,1989,299,1989,100.33333333333333,1989-12-23
24,12,1989,328,1989,101.03703703703704,1989-12-24
25,12,1989,289,1989,101.74074074074073,1989-12-25
26,12,1989,251,1989,102.44444444444444,1989-12-26
27,12,1989,231,1989,103.14814814814815,1989-12-27
28,12,1989,208,1989,103.85185185185185,1989-12-28
29,12,1989,200,1989,104.55555555555556,1989-12-29
30,12,1989,178,1989,105.25925925925927,1989-12-30
31,12,1989,162,1989,105.96296296296296,1989-12-31
1,1,1990,164,1990,106.66666666666667,1990-01-01
2,1,1990,156,1990,107.37037037037037,1990-01-02
3,1,1990,151,1990,108.07407407407408,1990-01-03
4,1,1990,148,1990,108.77777777777777,1990-01-04
5,1,1990,138,1990,109.48148148148148,1990-01-05
6,1,1990,136,1990,110.18518518518519,1990-01-06
7,1,1990,130,1990,110.88888888888889,1990-01-07
8,1,1990,118,1990,111.5925925925926,1990-01-08
9,1,1990,115,1990,112.29629629629629,1990-01-09
10,1,1990,113,1990,113,1990-01-10
11,1,1990,115,1990,111.2,1990-01-11
12,1,1990,114,1990,109.4,1990-01-12
13,1,1990,114,1990,107.6,1990-01-13
14,1,1990,108,1990,105.8,1990-01-14
15,1,1990,104,1990,104,1990-01-15
16,1,1990,104,1990,103.28571428571429,1990-01-16
17,1,1990,104,1990,102.57142857142857,1990-01-17
18,1,1990,106,1990,101.85714285714286,1990-01-18
19,1,1990,106,1990,101.14285714285714,1990-01-19
20,1,1990,100,1990,100,1990-01-20
21,1,1990,102,1990,99.71428571428571,1990-01-21
22,1,1990,99,1990,99,1990-01-22
23,1,1990,95,1990,95,1990-01-23
24,1,1990,97,1990,97,1990-01-24
25,1,1990,99,1990,99,1990-01-25
26,1,1990,102,1990,102,1990-01-26
27,1,1990,236,1990,104.6842105263158,1990-01-27
28,1,1990,251,1990,107.10526315789474,1990-01-28
29,1,1990,264,1990,109.52631578947368,1990-01-29
30,1,1990,502,1990,111.94736842105263,1990-01-30
31,1,1990,382,1990,114.36842105263158,1990-01-31
1,2,1990,310,1990,116.78947368421052,1990-02-01
2,2,1990,266,1990,119.21052631578948,1990-02-02
3,2,1990,237,1990,121.63157894736842,1990-02-03
4,2,1990,201,1990,124.05263157894737,1990-02-04
5,2,1990,173,1990,126.47368421052632,1990-02-05
6,2,1990,173,1990,128.89473684210526,1990-02-06
7,2,1990,161,1990,131.31578947368422,1990-02-07
8,2,1990,148,1990,133.73684210526315,1990-02-08
9,2,1990,144,1990,136.1578947368421,1990-02-09
10,2,1990,150,1990,138.57894736842104,1990-02-10
11,2,1990,141,1990,141,1990-02-11
12,2,1990,144,1990,144,1990-02-12
13,2,1990,162,1990,141.76923076923077,1990-02-13
14,2,1990,169,1990,139.53846153846155,1990-02-14
15,2,1990,162,1990,137.30769230769232,1990-02-15
16,2,1990,172,1990,135.07692307692307,1990-02-16
17,2,1990,178,1990,132.84615384615384,1990-02-17
18,2,1990,164,1990,130.6153846153846,1990-02-18
19,2,1990,151,1990,128.3846153846154,1990-02-19
20,2,1990,139,1990,126.15384615384616,1990-02-20
21,2,1990,132,1990,123.92307692307692,1990-02-21
22,2,1990,126,1990,121.6923076923077,1990-02-22
23,2,1990,124,1990,119.46153846153847,1990-02-23
24,2,1990,123,1990,117.23076923076923,1990-02-24
25,2,1990,115,1990,115,1990-02-25
26,2,1990,115,1990,113.63636363636364,1990-02-26
27,2,1990,118,1990,112.27272727272727,1990-02-27
28,2,1990,142,1990,110.9090909090909,1990-02-28
1,3,1990,144,1990,109.54545454545455,1990-03-01
2,3,1990,136,1990,108.18181818181819,1990-03-02
3,3,1990,124,1990,106.81818181818181,1990-03-03
4,3,1990,114,1990,105.45454545454545,1990-03-04
5,3,1990,111,1990,104.0909090909091,1990-03-05
6,3,1990,108,1990,102.72727272727272,1990-03-06
7,3,1990,107,1990,101.36363636363636,1990-03-07
8,3,1990,100,1990,100,1990-03-08
9,3,1990,97,1990,97,1990-03-09
10,3,1990,93,1990,93,1990-03-10
11,3,1990,92,1990,92,1990-03-11
12,3,1990,90,1990,90,1990-03-12
13,3,1990,90,1990,89,1990-03-13
14,3,1990,89,1990,88,1990-03-14
15,3,1990,87,1990,87,1990-03-15
16,3,1990,87,1990,86.75,1990-03-16
17,3,1990,90,1990,86.5,1990-03-17
18,3,1990,89,1990,86.25,1990-03-18
19,3,1990,88,1990,86,1990-03-19
20,3,1990,86,1990,85.75,1990-03-20
21,3,1990,86,1990,85.5,1990-03-21
22,3,1990,86,1990,85.25,1990-03-22
23,3,1990,85,1990,85,1990-03-23
24,3,1990,85,1990,84.5,1990-03-24
25,3,1990,84,1990,84,1990-03-25
26,3,1990,153,1990,103.4,1990-03-26
27,3,1990,218,1990,122.80000000000001,1990-03-27
28,3,1990,337,1990,142.2,1990-03-28
29,3,1990,420,1990,161.60000000000002,1990-03-29
30,3,1990,472,1990,181,1990-03-30
31,3,1990,470,1990,200.39999999999998,1990-03-31
1,4,1990,386,1990,219.79999999999998,1990-04-01
2,4,1990,327,1990,239.20000000000002,1990-04-02
3,4,1990,295,1990,258.6,1990-04-03
4,4,1990,278,1990,278,1990-04-04
5,4,1990,331,1990,274.61538461538464,1990-04-05
6,4,1990,398,1990,271.2307692307692,1990-04-06
7,4,1990,424,1990,267.84615384615387,1990-04-07
8,4,1990,780,1990,264.46153846153845,1990-04-08
9,4,1990,699,1990,261.0769230769231,1990-04-09
10,4,1990,554,1990,257.6923076923077,1990-04-10
11,4,1990,459,1990,254.30769230769232,1990-04-11
12,4,1990,390,1990,250.9230769230769,1990-04-12
13,4,1990,335,1990,247.53846153846155,1990-04-13
14,4,1990,291,1990,244.15384615384616,1990-04-14
15,4,1990,264,1990,240.76923076923077,1990-04-15
16,4,1990,243,1990,237.3846153846154,1990-04-16
17,4,1990,234,1990,234,1990-04-17
18,4,1990,222,1990,222,1990-04-18
19,4,1990,232,1990,219.375,1990-04-19
20,4,1990,318,1990,216.75,1990-04-20
21,4,1990,350,1990,214.125,1990-04-21
22,4,1990,404,1990,211.5,1990-04-22
23,4,1990,384,1990,208.875,1990-04-23
24,4,1990,404,1990,206.25,1990-04-24
25,4,1990,380,1990,203.625,1990-04-25
26,4,1990,339,1990,201,1990-04-26
27,4,1990,316,1990,198.375,1990-04-27
28,4,1990,282,1990,195.75,1990-04-28
29,4,1990,257,1990,193.125,1990-04-29
30,4,1990,230,1990,190.5,1990-04-30
1,5,1990,218,1990,187.875,1990-05-01
2,5,1990,206,1990,185.25,1990-05-02
3,5,1990,200,1990,182.625,1990-05-03
4,5,1990,206,1990,180,1990-05-04
5,5,1990,208,1990,177.375,1990-05-05
6,5,1990,193,1990,174.75,1990-05-06
7,5,1990,183,1990,172.125,1990-05-07
8,5,1990,173,1990,169.5,1990-05-08
9,5,1990,182,1990,166.875,1990-05-09
10,5,1990,167,1990,164.25,1990-05-10
11,5,1990,170,1990,161.625,1990-05-11
12,5,1990,159,1990,159,1990-05-12
13,5,1990,154,1990,154,1990-05-13
14,5,1990,156,1990,152.33333333333334,1990-05-14
15,5,1990,151,1990,149,1990-05-15
16,5,1990,148,1990,145.66666666666666,1990-05-16
17,5,1990,144,1990,142.33333333333334,1990-05-17
18,5,1990,141,1990,139,1990-05-18
19,5,1990,148,1990,135.66666666666666,1990-05-19
20,5,1990,148,1990,132.33333333333334,1990-05-20
21,5,1990,129,1990,129,1990-05-21
22,5,1990,129,1990,127.0909090909091,1990-05-22
23,5,1990,136,1990,125.18181818181819,1990-05-23
24,5,1990,132,1990,123.27272727272728,1990-05-24
25,5,1990,132,1990,121.36363636363636,1990-05-25
26,5,1990,167,1990,119.45454545454545,1990-05-26
27,5,1990,154,1990,117.54545454545455,1990-05-27
28,5,1990,151,1990,115.63636363636364,1990-05-28
29,5,1990,135,1990,113.72727272727272,1990-05-29
30,5,1990,133,1990,111.81818181818181,1990-05-30
31,5,1990,117,1990,109.9090909090909,1990-05-31
1,6,1990,108,1990,108,1990-06-01
2,6,1990,108,1990,107,1990-06-02
3,6,1990,106,1990,106,1990-06-03
4,6,1990,120,1990,112.5,1990-06-04
5,6,1990,135,1990,119,1990-06-05
6,6,1990,348,1990,125.5,1990-06-06
7,6,1990,378,1990,132,1990-06-07
8,6,1990,434,1990,138.5,1990-06-08
9,6,1990,651,1990,145,1990-06-09
10,6,1990,761,1990,151.5,1990-06-10
11,6,1990,949,1990,158,1990-06-11
12,6,1990,651,1990,164.5,1990-06-12
13,6,1990,489,1990,171,1990-06-13
14,6,1990,398,1990,177.5,1990-06-14
15,6,1990,348,1990,184,1990-06-15
16,6,1990,362,1990,190.5,1990-06-16
17,6,1990,335,1990,197,1990-06-17
18,6,1990,306,1990,203.5,1990-06-18
19,6,1990,266,1990,210,1990-06-19
20,6,1990,248,1990,216.5,1990-06-20
21,6,1990,223,1990,223,1990-06-21
22,6,1990,229,1990,214.2,1990-06-22
23,6,1990,215,1990,205.4,1990-06-23
24,6,1990,203,1990,196.6,1990-06-24
25,6,1990,220,1990,187.8,1990-06-25
26,6,1990,215,1990,179,1990-06-26
27,6,1990,185,1990,170.2,1990-06-27
28,6,1990,175,1990,161.4,1990-06-28
29,6,1990,162,1990,152.6,1990-06-29
30,6,1990,156,1990,143.8,1990-06-30
1,7,1990,135,1990,135,1990-07-01
2,7,1990,127,1990,127,1990-07-02
3,7,1990,141,1990,125.96428571428571,1990-07-03
4,7,1990,156,1990,124.92857142857143,1990-07-04
5,7,1990,218,1990,123.89285714285714,1990-07-05
6,7,1990,208,1990,122.85714285714286,1990-07-06
7,7,1990,333,1990,121.82142857142857,1990-07-07
8,7,1990,306,1990,120.78571428571429,1990-07-08
9,7,1990,244,1990,119.75,1990-07-09
10,7,1990,201,1990,118.71428571428572,1990-07-10
11,7,1990,346,1990,117.67857142857143,1990-07-11
12,7,1990,388,1990,116.64285714285714,1990-07-12
13,7,1990,295,1990,115.60714285714286,1990-07-13
14,7,1990,244,1990,114.57142857142857,1990-07-14
15,7,1990,225,1990,113.53571428571428,1990-07-15
16,7,1990,201,1990,112.5,1990-07-16
17,7,1990,178,1990,111.46428571428572,1990-07-17
18,7,1990,169,1990,110.42857142857143,1990-07-18
19,7,1990,165,1990,109.39285714285714,1990-07-19
20,7,1990,145,1990,108.35714285714286,1990-07-20
21,7,1990,141,1990,107.32142857142857,1990-07-21
22,7,1990,133,1990,106.28571428571428,1990-07-22
23,7,1990,130,1990,105.25,1990-07-23
24,7,1990,120,1990,104.21428571428572,1990-07-24
25,7,1990,132,1990,103.17857142857143,1990-07-25
26,7,1990,121,1990,102.14285714285714,1990-07-26
27,7,1990,121,1990,101.10714285714286,1990-07-27
28,7,1990,110,1990,100.07142857142857,1990-07-28
29,7,1990,106,1990,99.03571428571428,1990-07-29
30,7,1990,98,1990,98,1990-07-30
31,7,1990,100,1990,96.66666666666667,1990-07-31
1,8,1990,99,1990,95.33333333333333,1990-08-01
2,8,1990,100,1990,94,1990-08-02
3,8,1990,98,1990,92.66666666666667,1990-08-03
4,8,1990,92,1990,91.33333333333333,1990-08-04
5,8,1990,90,1990,90,1990-08-05
6,8,1990,88,1990,87.5,1990-08-06
7,8,1990,85,1990,85,1990-08-07
8,8,1990,165,1990,86.125,1990-08-08
9,8,1990,215,1990,87.25,1990-08-09
10,8,1990,173,1990,88.375,1990-08-10
11,8,1990,136,1990,89.5,1990-08-11
12,8,1990,126,1990,90.625,1990-08-12
13,8,1990,104,1990,91.75,1990-08-13
14,8,1990,100,1990,92.875,1990-08-14
15,8,1990,94,1990,94,1990-08-15
16,8,1990,89,1990,89,1990-08-16
17,8,1990,88,1990,88,1990-08-17
18,8,1990,113,1990,87.23076923076923,1990-08-18
19,8,1990,139,1990,86.46153846153847,1990-08-19
20,8,1990,121,1990,85.6923076923077,1990-08-20
21,8,1990,114,1990,84.92307692307692,1990-08-21
22,8,1990,107,1990,84.15384615384616,1990-08-22
23,8,1990,103,1990,83.38461538461539,1990-08-23
24,8,1990,93,1990,82.61538461538461,1990-08-24
25,8,1990,89,1990,81.84615384615384,1990-08-25
26,8,1990,84,1990,81.07692307692308,1990-08-26
27,8,1990,81,1990,80.3076923076923,1990-08-27
28,8,1990,81,1990,79.53846153846153,1990-08-28
29,8,1990,80,1990,78.76923076923077,1990-08-29
30,8,1990,78,1990,78,1990-08-30
31,8,1990,78,1990,77.5,1990-08-31
1,9,1990,77,1990,77,1990-09-01
2,9,1990,78,1990,78,1990-09-02
3,9,1990,80,1990,79.5,1990-09-03
4,9,1990,79,1990,79,1990-09-04
5,9,1990,82,1990,82,1990-09-05
6,9,1990,110,1990,82,1990-09-06
7,9,1990,104,1990,82,1990-09-07
8,9,1990,156,1990,82,1990-09-08
9,9,1990,236,1990,82,1990-09-09
10,9,1990,183,1990,82,1990-09-10
11,9,1990,150,1990,82,1990-09-11
12,9,1990,130,1990,82,1990-09-12
13,9,1990,113,1990,82,1990-09-13
14,9,1990,100,1990,82,1990-09-14
15,9,1990,94,1990,82,1990-09-15
16,9,1990,87,1990,82,1990-09-16
17,9,1990,84,1990,82,1990-09-17
18,9,1990,82,1990,82,1990-09-18
19,9,1990,82,1990,81.75,1990-09-19
20,9,1990,84,1990,81.5,1990-09-20
21,9,1990,82,1990,81.25,1990-09-21
22,9,1990,81,1990,81,1990-09-22
23,9,1990,82,1990,82,1990-09-23
24,9,1990,85,1990,85,1990-09-24
25,9,1990,495,1990,94,1990-09-25
26,9,1990,434,1990,98.33333333333333,1990-09-26
27,9,1990,323,1990,102.66666666666667,1990-09-27
28,9,1990,280,1990,107,1990-09-28
29,9,1990,239,1990,111.33333333333334,1990-09-29
30,9,1990,191,1990,115.66666666666666,1990-09-30
1,10,1990,170,1990,120,1990-10-01
2,10,1990,154,1990,124.33333333333334,1990-10-02
3,10,1990,145,1990,128.66666666666666,1990-10-03
4,10,1990,133,1990,133,1990-10-04
5,10,1990,126,1990,126,1990-10-05
6,10,1990,293,1990,127,1990-10-06
7,10,1990,321,1990,128,1990-10-07
8,10,1990,278,1990,129,1990-10-08
9,10,1990,410,1990,130,1990-10-09
10,10,1990,400,1990,131,1990-10-10
11,10,1990,331,1990,132,1990-10-11
12,10,1990,268,1990,133,1990-10-12
13,10,1990,227,1990,134,1990-10-13
14,10,1990,196,1990,135,1990-10-14
15,10,1990,178,1990,136,1990-10-15
16,10,1990,158,1990,137,1990-10-16
17,10,1990,153,1990,138,1990-10-17
18,10,1990,139,1990,139,1990-10-18
19,10,1990,150,1990,141.85294117647058,1990-10-19
20,10,1990,191,1990,144.7058823529412,1990-10-20
21,10,1990,637,1990,147.55882352941177,1990-10-21
22,10,1990,592,1990,150.41176470588235,1990-10-22
23,10,1990,449,1990,153.26470588235293,1990-10-23
24,10,1990,344,1990,156.11764705882354,1990-10-24
25,10,1990,295,1990,158.97058823529412,1990-10-25
26,10,1990,259,1990,161.8235294117647,1990-10-26
27,10,1990,278,1990,164.6764705882353,1990-10-27
28,10,1990,641,1990,167.52941176470588,1990-10-28
29,10,1990,605,1990,170.38235294117646,1990-10-29
30,10,1990,832,1990,173.23529411764707,1990-10-30
31,10,1990,690,1990,176.08823529411765,1990-10-31
1,11,1990,800,1990,178.94117647058823,1990-11-01
2,11,1990,1791,1990,181.7941176470588,1990-11-02
3,11,1990,2070,1990,184.64705882352942,1990-11-03
4,11,1990,1748,1990,187.5,1990-11-04
5,11,1990,1284,1990,190.35294117647058,1990-11-05
6,11,1990,914,1990,193.2058823529412,1990-11-06
7,11,1990,740,1990,196.05882352941177,1990-11-07
8,11,1990,621,1990,198.91176470588235,1990-11-08
9,11,1990,543,1990,201.76470588235293,1990-11-09
10,11,1990,480,1990,204.61764705882354,1990-11-10
11,11,1990,436,1990,207.47058823529412,1990-11-11
12,11,1990,392,1990,210.3235294117647,1990-11-12
13,11,1990,358,1990,213.1764705882353,1990-11-13
14,11,1990,342,1990,216.02941176470588,1990-11-14
15,11,1990,335,1990,218.88235294117646,1990-11-15
16,11,1990,325,1990,221.73529411764707,1990-11-16
17,11,1990,310,1990,224.58823529411762,1990-11-17
18,11,1990,293,1990,227.44117647058823,1990-11-18
19,11,1990,275,1990,230.29411764705884,1990-11-19
20,11,1990,266,1990,233.1470588235294,1990-11-20
21,11,1990,236,1990,236,1990-11-21
22,11,1990,282,1990,238.94117647058823,1990-11-22
23,11,1990,368,1990,241.88235294117646,1990-11-23
24,11,1990,404,1990,244.8235294117647,1990-11-24
25,11,1990,360,1990,247.76470588235293,1990-11-25
26,11,1990,438,1990,250.7058823529412,1990-11-26
27,11,1990,869,1990,253.64705882352942,1990-11-27
28,11,1990,876,1990,256.5882352941176,1990-11-28
29,11,1990,871,1990,259.52941176470586,1990-11-29
30,11,1990,711,1990,262.47058823529414,1990-11-30
1,12,1990,576,1990,265.4117647058824,1990-12-01
2,12,1990,485,1990,268.3529411764706,1990-12-02
3,12,1990,428,1990,271.29411764705884,1990-12-03
4,12,1990,388,1990,274.2352941176471,1990-12-04
5,12,1990,350,1990,277.1764705882353,1990-12-05
6,12,1990,323,1990,280.11764705882354,1990-12-06
7,12,1990,302,1990,283.05882352941177,1990-12-07
8,12,1990,286,1990,286,1990-12-08
9,12,1990,278,1990,278,1990-12-09
